name_demojized,emoji,name,group,sub_group,codepoints,name_demojized
_love-you_gesture_medium-dark_skin_tone_,🤟🏾,love-you gesture: medium-dark skin tone,People & Body,hand-fingers-partial,1F91F 1F3FE,_love-you_gesture_medium-dark_skin_tone_
_love-you_gesture_dark_skin_tone_,🤟🏿,love-you gesture: dark skin tone,People & Body,hand-fingers-partial,1F91F 1F3FF,_love-you_gesture_dark_skin_tone_
_sign_of_the_horns_,🤘,sign of the horns,People & Body,hand-fingers-partial,1F918,_sign_of_the_horns_
_sign_of_the_horns_light_skin_tone_,🤘🏻,sign of the horns: light skin tone,People & Body,hand-fingers-partial,1F918 1F3FB,_sign_of_the_horns_light_skin_tone_
_sign_of_the_horns_medium-light_skin_tone_,🤘🏼,sign of the horns: medium-light skin tone,People & Body,hand-fingers-partial,1F918 1F3FC,_sign_of_the_horns_medium-light_skin_tone_
_sign_of_the_horns_medium_skin_tone_,🤘🏽,sign of the horns: medium skin tone,People & Body,hand-fingers-partial,1F918 1F3FD,_sign_of_the_horns_medium_skin_tone_
_sign_of_the_horns_medium-dark_skin_tone_,🤘🏾,sign of the horns: medium-dark skin tone,People & Body,hand-fingers-partial,1F918 1F3FE,_sign_of_the_horns_medium-dark_skin_tone_
_sign_of_the_horns_dark_skin_tone_,🤘🏿,sign of the horns: dark skin tone,People & Body,hand-fingers-partial,1F918 1F3FF,_sign_of_the_horns_dark_skin_tone_
_call_me_hand_,🤙,call me hand,People & Body,hand-fingers-partial,1F919,_call_me_hand_
_call_me_hand_light_skin_tone_,🤙🏻,call me hand: light skin tone,People & Body,hand-fingers-partial,1F919 1F3FB,_call_me_hand_light_skin_tone_
_call_me_hand_medium-light_skin_tone_,🤙🏼,call me hand: medium-light skin tone,People & Body,hand-fingers-partial,1F919 1F3FC,_call_me_hand_medium-light_skin_tone_
_call_me_hand_medium_skin_tone_,🤙🏽,call me hand: medium skin tone,People & Body,hand-fingers-partial,1F919 1F3FD,_call_me_hand_medium_skin_tone_
_call_me_hand_medium-dark_skin_tone_,🤙🏾,call me hand: medium-dark skin tone,People & Body,hand-fingers-partial,1F919 1F3FE,_call_me_hand_medium-dark_skin_tone_
_call_me_hand_dark_skin_tone_,🤙🏿,call me hand: dark skin tone,People & Body,hand-fingers-partial,1F919 1F3FF,_call_me_hand_dark_skin_tone_
_backhand_index_pointing_left_,👈,backhand index pointing left,People & Body,hand-single-finger,1F448,_backhand_index_pointing_left_
_backhand_index_pointing_left_light_skin_tone_,👈🏻,backhand index pointing left: light skin tone,People & Body,hand-single-finger,1F448 1F3FB,_backhand_index_pointing_left_light_skin_tone_
_backhand_index_pointing_left_medium-light_skin_tone_,👈🏼,backhand index pointing left: medium-light skin tone,People & Body,hand-single-finger,1F448 1F3FC,_backhand_index_pointing_left_medium-light_skin_tone_
_backhand_index_pointing_left_medium_skin_tone_,👈🏽,backhand index pointing left: medium skin tone,People & Body,hand-single-finger,1F448 1F3FD,_backhand_index_pointing_left_medium_skin_tone_
_backhand_index_pointing_left_medium-dark_skin_tone_,👈🏾,backhand index pointing left: medium-dark skin tone,People & Body,hand-single-finger,1F448 1F3FE,_backhand_index_pointing_left_medium-dark_skin_tone_
_backhand_index_pointing_left_dark_skin_tone_,👈🏿,backhand index pointing left: dark skin tone,People & Body,hand-single-finger,1F448 1F3FF,_backhand_index_pointing_left_dark_skin_tone_
_backhand_index_pointing_right_,👉,backhand index pointing right,People & Body,hand-single-finger,1F449,_backhand_index_pointing_right_
_backhand_index_pointing_right_light_skin_tone_,👉🏻,backhand index pointing right: light skin tone,People & Body,hand-single-finger,1F449 1F3FB,_backhand_index_pointing_right_light_skin_tone_
_backhand_index_pointing_right_medium-light_skin_tone_,👉🏼,backhand index pointing right: medium-light skin tone,People & Body,hand-single-finger,1F449 1F3FC,_backhand_index_pointing_right_medium-light_skin_tone_
_backhand_index_pointing_right_medium_skin_tone_,👉🏽,backhand index pointing right: medium skin tone,People & Body,hand-single-finger,1F449 1F3FD,_backhand_index_pointing_right_medium_skin_tone_
_backhand_index_pointing_right_medium-dark_skin_tone_,👉🏾,backhand index pointing right: medium-dark skin tone,People & Body,hand-single-finger,1F449 1F3FE,_backhand_index_pointing_right_medium-dark_skin_tone_
_backhand_index_pointing_right_dark_skin_tone_,👉🏿,backhand index pointing right: dark skin tone,People & Body,hand-single-finger,1F449 1F3FF,_backhand_index_pointing_right_dark_skin_tone_
_backhand_index_pointing_up_,👆,backhand index pointing up,People & Body,hand-single-finger,1F446,_backhand_index_pointing_up_
_backhand_index_pointing_up_light_skin_tone_,👆🏻,backhand index pointing up: light skin tone,People & Body,hand-single-finger,1F446 1F3FB,_backhand_index_pointing_up_light_skin_tone_
_backhand_index_pointing_up_medium-light_skin_tone_,👆🏼,backhand index pointing up: medium-light skin tone,People & Body,hand-single-finger,1F446 1F3FC,_backhand_index_pointing_up_medium-light_skin_tone_
_backhand_index_pointing_up_medium_skin_tone_,👆🏽,backhand index pointing up: medium skin tone,People & Body,hand-single-finger,1F446 1F3FD,_backhand_index_pointing_up_medium_skin_tone_
_backhand_index_pointing_up_medium-dark_skin_tone_,👆🏾,backhand index pointing up: medium-dark skin tone,People & Body,hand-single-finger,1F446 1F3FE,_backhand_index_pointing_up_medium-dark_skin_tone_
_backhand_index_pointing_up_dark_skin_tone_,👆🏿,backhand index pointing up: dark skin tone,People & Body,hand-single-finger,1F446 1F3FF,_backhand_index_pointing_up_dark_skin_tone_
_middle_finger_,🖕,middle finger,People & Body,hand-single-finger,1F595,_middle_finger_
_middle_finger_light_skin_tone_,🖕🏻,middle finger: light skin tone,People & Body,hand-single-finger,1F595 1F3FB,_middle_finger_light_skin_tone_
_middle_finger_medium-light_skin_tone_,🖕🏼,middle finger: medium-light skin tone,People & Body,hand-single-finger,1F595 1F3FC,_middle_finger_medium-light_skin_tone_
_middle_finger_medium_skin_tone_,🖕🏽,middle finger: medium skin tone,People & Body,hand-single-finger,1F595 1F3FD,_middle_finger_medium_skin_tone_
_middle_finger_medium-dark_skin_tone_,🖕🏾,middle finger: medium-dark skin tone,People & Body,hand-single-finger,1F595 1F3FE,_middle_finger_medium-dark_skin_tone_
_middle_finger_dark_skin_tone_,🖕🏿,middle finger: dark skin tone,People & Body,hand-single-finger,1F595 1F3FF,_middle_finger_dark_skin_tone_
_backhand_index_pointing_down_,👇,backhand index pointing down,People & Body,hand-single-finger,1F447,_backhand_index_pointing_down_
_backhand_index_pointing_down_light_skin_tone_,👇🏻,backhand index pointing down: light skin tone,People & Body,hand-single-finger,1F447 1F3FB,_backhand_index_pointing_down_light_skin_tone_
_backhand_index_pointing_down_medium-light_skin_tone_,👇🏼,backhand index pointing down: medium-light skin tone,People & Body,hand-single-finger,1F447 1F3FC,_backhand_index_pointing_down_medium-light_skin_tone_
_backhand_index_pointing_down_medium_skin_tone_,👇🏽,backhand index pointing down: medium skin tone,People & Body,hand-single-finger,1F447 1F3FD,_backhand_index_pointing_down_medium_skin_tone_
_backhand_index_pointing_down_medium-dark_skin_tone_,👇🏾,backhand index pointing down: medium-dark skin tone,People & Body,hand-single-finger,1F447 1F3FE,_backhand_index_pointing_down_medium-dark_skin_tone_
_backhand_index_pointing_down_dark_skin_tone_,👇🏿,backhand index pointing down: dark skin tone,People & Body,hand-single-finger,1F447 1F3FF,_backhand_index_pointing_down_dark_skin_tone_
_index_pointing_up_,☝️,index pointing up,People & Body,hand-single-finger,261D FE0F,_index_pointing_up_
_index_pointing_up_,☝,index pointing up,People & Body,hand-single-finger,261D,_index_pointing_up_
_index_pointing_up_light_skin_tone_,☝🏻,index pointing up: light skin tone,People & Body,hand-single-finger,261D 1F3FB,_index_pointing_up_light_skin_tone_
_index_pointing_up_medium-light_skin_tone_,☝🏼,index pointing up: medium-light skin tone,People & Body,hand-single-finger,261D 1F3FC,_index_pointing_up_medium-light_skin_tone_
_index_pointing_up_medium_skin_tone_,☝🏽,index pointing up: medium skin tone,People & Body,hand-single-finger,261D 1F3FD,_index_pointing_up_medium_skin_tone_
_index_pointing_up_medium-dark_skin_tone_,☝🏾,index pointing up: medium-dark skin tone,People & Body,hand-single-finger,261D 1F3FE,_index_pointing_up_medium-dark_skin_tone_
_index_pointing_up_dark_skin_tone_,☝🏿,index pointing up: dark skin tone,People & Body,hand-single-finger,261D 1F3FF,_index_pointing_up_dark_skin_tone_
_thumbs_up_,👍,thumbs up,People & Body,hand-fingers-closed,1F44D,_thumbs_up_
_thumbs_up_light_skin_tone_,👍🏻,thumbs up: light skin tone,People & Body,hand-fingers-closed,1F44D 1F3FB,_thumbs_up_light_skin_tone_
_thumbs_up_medium-light_skin_tone_,👍🏼,thumbs up: medium-light skin tone,People & Body,hand-fingers-closed,1F44D 1F3FC,_thumbs_up_medium-light_skin_tone_
_thumbs_up_medium_skin_tone_,👍🏽,thumbs up: medium skin tone,People & Body,hand-fingers-closed,1F44D 1F3FD,_thumbs_up_medium_skin_tone_
_thumbs_up_medium-dark_skin_tone_,👍🏾,thumbs up: medium-dark skin tone,People & Body,hand-fingers-closed,1F44D 1F3FE,_thumbs_up_medium-dark_skin_tone_
_thumbs_up_dark_skin_tone_,👍🏿,thumbs up: dark skin tone,People & Body,hand-fingers-closed,1F44D 1F3FF,_thumbs_up_dark_skin_tone_
_thumbs_down_,👎,thumbs down,People & Body,hand-fingers-closed,1F44E,_thumbs_down_
_thumbs_down_light_skin_tone_,👎🏻,thumbs down: light skin tone,People & Body,hand-fingers-closed,1F44E 1F3FB,_thumbs_down_light_skin_tone_
_thumbs_down_medium-light_skin_tone_,👎🏼,thumbs down: medium-light skin tone,People & Body,hand-fingers-closed,1F44E 1F3FC,_thumbs_down_medium-light_skin_tone_
_thumbs_down_medium_skin_tone_,👎🏽,thumbs down: medium skin tone,People & Body,hand-fingers-closed,1F44E 1F3FD,_thumbs_down_medium_skin_tone_
_thumbs_down_medium-dark_skin_tone_,👎🏾,thumbs down: medium-dark skin tone,People & Body,hand-fingers-closed,1F44E 1F3FE,_thumbs_down_medium-dark_skin_tone_
_thumbs_down_dark_skin_tone_,👎🏿,thumbs down: dark skin tone,People & Body,hand-fingers-closed,1F44E 1F3FF,_thumbs_down_dark_skin_tone_
_raised_fist_,✊,raised fist,People & Body,hand-fingers-closed,270A,_raised_fist_
_raised_fist_light_skin_tone_,✊🏻,raised fist: light skin tone,People & Body,hand-fingers-closed,270A 1F3FB,_raised_fist_light_skin_tone_
_raised_fist_medium-light_skin_tone_,✊🏼,raised fist: medium-light skin tone,People & Body,hand-fingers-closed,270A 1F3FC,_raised_fist_medium-light_skin_tone_
_raised_fist_medium_skin_tone_,✊🏽,raised fist: medium skin tone,People & Body,hand-fingers-closed,270A 1F3FD,_raised_fist_medium_skin_tone_
_raised_fist_medium-dark_skin_tone_,✊🏾,raised fist: medium-dark skin tone,People & Body,hand-fingers-closed,270A 1F3FE,_raised_fist_medium-dark_skin_tone_
_raised_fist_dark_skin_tone_,✊🏿,raised fist: dark skin tone,People & Body,hand-fingers-closed,270A 1F3FF,_raised_fist_dark_skin_tone_
_oncoming_fist_,👊,oncoming fist,People & Body,hand-fingers-closed,1F44A,_oncoming_fist_
_oncoming_fist_light_skin_tone_,👊🏻,oncoming fist: light skin tone,People & Body,hand-fingers-closed,1F44A 1F3FB,_oncoming_fist_light_skin_tone_
_oncoming_fist_medium-light_skin_tone_,👊🏼,oncoming fist: medium-light skin tone,People & Body,hand-fingers-closed,1F44A 1F3FC,_oncoming_fist_medium-light_skin_tone_
_oncoming_fist_medium_skin_tone_,👊🏽,oncoming fist: medium skin tone,People & Body,hand-fingers-closed,1F44A 1F3FD,_oncoming_fist_medium_skin_tone_
_oncoming_fist_medium-dark_skin_tone_,👊🏾,oncoming fist: medium-dark skin tone,People & Body,hand-fingers-closed,1F44A 1F3FE,_oncoming_fist_medium-dark_skin_tone_
_oncoming_fist_dark_skin_tone_,👊🏿,oncoming fist: dark skin tone,People & Body,hand-fingers-closed,1F44A 1F3FF,_oncoming_fist_dark_skin_tone_
_left-facing_fist_,🤛,left-facing fist,People & Body,hand-fingers-closed,1F91B,_left-facing_fist_
_left-facing_fist_light_skin_tone_,🤛🏻,left-facing fist: light skin tone,People & Body,hand-fingers-closed,1F91B 1F3FB,_left-facing_fist_light_skin_tone_
_left-facing_fist_medium-light_skin_tone_,🤛🏼,left-facing fist: medium-light skin tone,People & Body,hand-fingers-closed,1F91B 1F3FC,_left-facing_fist_medium-light_skin_tone_
_left-facing_fist_medium_skin_tone_,🤛🏽,left-facing fist: medium skin tone,People & Body,hand-fingers-closed,1F91B 1F3FD,_left-facing_fist_medium_skin_tone_
_left-facing_fist_medium-dark_skin_tone_,🤛🏾,left-facing fist: medium-dark skin tone,People & Body,hand-fingers-closed,1F91B 1F3FE,_left-facing_fist_medium-dark_skin_tone_
_left-facing_fist_dark_skin_tone_,🤛🏿,left-facing fist: dark skin tone,People & Body,hand-fingers-closed,1F91B 1F3FF,_left-facing_fist_dark_skin_tone_
_right-facing_fist_,🤜,right-facing fist,People & Body,hand-fingers-closed,1F91C,_right-facing_fist_
_right-facing_fist_light_skin_tone_,🤜🏻,right-facing fist: light skin tone,People & Body,hand-fingers-closed,1F91C 1F3FB,_right-facing_fist_light_skin_tone_
_right-facing_fist_medium-light_skin_tone_,🤜🏼,right-facing fist: medium-light skin tone,People & Body,hand-fingers-closed,1F91C 1F3FC,_right-facing_fist_medium-light_skin_tone_
_right-facing_fist_medium_skin_tone_,🤜🏽,right-facing fist: medium skin tone,People & Body,hand-fingers-closed,1F91C 1F3FD,_right-facing_fist_medium_skin_tone_
_right-facing_fist_medium-dark_skin_tone_,🤜🏾,right-facing fist: medium-dark skin tone,People & Body,hand-fingers-closed,1F91C 1F3FE,_right-facing_fist_medium-dark_skin_tone_
_right-facing_fist_dark_skin_tone_,🤜🏿,right-facing fist: dark skin tone,People & Body,hand-fingers-closed,1F91C 1F3FF,_right-facing_fist_dark_skin_tone_
_clapping_hands_,👏,clapping hands,People & Body,hands,1F44F,_clapping_hands_
_clapping_hands_light_skin_tone_,👏🏻,clapping hands: light skin tone,People & Body,hands,1F44F 1F3FB,_clapping_hands_light_skin_tone_
_clapping_hands_medium-light_skin_tone_,👏🏼,clapping hands: medium-light skin tone,People & Body,hands,1F44F 1F3FC,_clapping_hands_medium-light_skin_tone_
_clapping_hands_medium_skin_tone_,👏🏽,clapping hands: medium skin tone,People & Body,hands,1F44F 1F3FD,_clapping_hands_medium_skin_tone_
_clapping_hands_medium-dark_skin_tone_,👏🏾,clapping hands: medium-dark skin tone,People & Body,hands,1F44F 1F3FE,_clapping_hands_medium-dark_skin_tone_
_clapping_hands_dark_skin_tone_,👏🏿,clapping hands: dark skin tone,People & Body,hands,1F44F 1F3FF,_clapping_hands_dark_skin_tone_
_raising_hands_,🙌,raising hands,People & Body,hands,1F64C,_raising_hands_
_raising_hands_light_skin_tone_,🙌🏻,raising hands: light skin tone,People & Body,hands,1F64C 1F3FB,_raising_hands_light_skin_tone_
_raising_hands_medium-light_skin_tone_,🙌🏼,raising hands: medium-light skin tone,People & Body,hands,1F64C 1F3FC,_raising_hands_medium-light_skin_tone_
_raising_hands_medium_skin_tone_,🙌🏽,raising hands: medium skin tone,People & Body,hands,1F64C 1F3FD,_raising_hands_medium_skin_tone_
_raising_hands_medium-dark_skin_tone_,🙌🏾,raising hands: medium-dark skin tone,People & Body,hands,1F64C 1F3FE,_raising_hands_medium-dark_skin_tone_
_raising_hands_dark_skin_tone_,🙌🏿,raising hands: dark skin tone,People & Body,hands,1F64C 1F3FF,_raising_hands_dark_skin_tone_
_open_hands_,👐,open hands,People & Body,hands,1F450,_open_hands_
_open_hands_light_skin_tone_,👐🏻,open hands: light skin tone,People & Body,hands,1F450 1F3FB,_open_hands_light_skin_tone_
_open_hands_medium-light_skin_tone_,👐🏼,open hands: medium-light skin tone,People & Body,hands,1F450 1F3FC,_open_hands_medium-light_skin_tone_
_open_hands_medium_skin_tone_,👐🏽,open hands: medium skin tone,People & Body,hands,1F450 1F3FD,_open_hands_medium_skin_tone_
_open_hands_medium-dark_skin_tone_,👐🏾,open hands: medium-dark skin tone,People & Body,hands,1F450 1F3FE,_open_hands_medium-dark_skin_tone_
_open_hands_dark_skin_tone_,👐🏿,open hands: dark skin tone,People & Body,hands,1F450 1F3FF,_open_hands_dark_skin_tone_
_palms_up_together_,🤲,palms up together,People & Body,hands,1F932,_palms_up_together_
_palms_up_together_light_skin_tone_,🤲🏻,palms up together: light skin tone,People & Body,hands,1F932 1F3FB,_palms_up_together_light_skin_tone_
_palms_up_together_medium-light_skin_tone_,🤲🏼,palms up together: medium-light skin tone,People & Body,hands,1F932 1F3FC,_palms_up_together_medium-light_skin_tone_
_palms_up_together_medium_skin_tone_,🤲🏽,palms up together: medium skin tone,People & Body,hands,1F932 1F3FD,_palms_up_together_medium_skin_tone_
_palms_up_together_medium-dark_skin_tone_,🤲🏾,palms up together: medium-dark skin tone,People & Body,hands,1F932 1F3FE,_palms_up_together_medium-dark_skin_tone_
_palms_up_together_dark_skin_tone_,🤲🏿,palms up together: dark skin tone,People & Body,hands,1F932 1F3FF,_palms_up_together_dark_skin_tone_
_handshake_,🤝,handshake,People & Body,hands,1F91D,_handshake_
_folded_hands_,🙏,folded hands,People & Body,hands,1F64F,_folded_hands_
_folded_hands_light_skin_tone_,🙏🏻,folded hands: light skin tone,People & Body,hands,1F64F 1F3FB,_folded_hands_light_skin_tone_
_folded_hands_medium-light_skin_tone_,🙏🏼,folded hands: medium-light skin tone,People & Body,hands,1F64F 1F3FC,_folded_hands_medium-light_skin_tone_
_folded_hands_medium_skin_tone_,🙏🏽,folded hands: medium skin tone,People & Body,hands,1F64F 1F3FD,_folded_hands_medium_skin_tone_
_folded_hands_medium-dark_skin_tone_,🙏🏾,folded hands: medium-dark skin tone,People & Body,hands,1F64F 1F3FE,_folded_hands_medium-dark_skin_tone_
_folded_hands_dark_skin_tone_,🙏🏿,folded hands: dark skin tone,People & Body,hands,1F64F 1F3FF,_folded_hands_dark_skin_tone_
_writing_hand_,✍️,writing hand,People & Body,hand-prop,270D FE0F,_writing_hand_
_writing_hand_,✍,writing hand,People & Body,hand-prop,270D,_writing_hand_
_writing_hand_light_skin_tone_,✍🏻,writing hand: light skin tone,People & Body,hand-prop,270D 1F3FB,_writing_hand_light_skin_tone_
_writing_hand_medium-light_skin_tone_,✍🏼,writing hand: medium-light skin tone,People & Body,hand-prop,270D 1F3FC,_writing_hand_medium-light_skin_tone_
_writing_hand_medium_skin_tone_,✍🏽,writing hand: medium skin tone,People & Body,hand-prop,270D 1F3FD,_writing_hand_medium_skin_tone_
_writing_hand_medium-dark_skin_tone_,✍🏾,writing hand: medium-dark skin tone,People & Body,hand-prop,270D 1F3FE,_writing_hand_medium-dark_skin_tone_
