name_demojized,emoji,name,group,sub_group,codepoints,name_demojized
_old_woman_medium-light_skin_tone_,👵🏼,old woman: medium-light skin tone,People & Body,person,1F475 1F3FC,_old_woman_medium-light_skin_tone_
_old_woman_medium_skin_tone_,👵🏽,old woman: medium skin tone,People & Body,person,1F475 1F3FD,_old_woman_medium_skin_tone_
_old_woman_medium-dark_skin_tone_,👵🏾,old woman: medium-dark skin tone,People & Body,person,1F475 1F3FE,_old_woman_medium-dark_skin_tone_
_old_woman_dark_skin_tone_,👵🏿,old woman: dark skin tone,People & Body,person,1F475 1F3FF,_old_woman_dark_skin_tone_
_person_frowning_,🙍,person frowning,People & Body,person-gesture,1F64D,_person_frowning_
_person_frowning_light_skin_tone_,🙍🏻,person frowning: light skin tone,People & Body,person-gesture,1F64D 1F3FB,_person_frowning_light_skin_tone_
_person_frowning_medium-light_skin_tone_,🙍🏼,person frowning: medium-light skin tone,People & Body,person-gesture,1F64D 1F3FC,_person_frowning_medium-light_skin_tone_
_person_frowning_medium_skin_tone_,🙍🏽,person frowning: medium skin tone,People & Body,person-gesture,1F64D 1F3FD,_person_frowning_medium_skin_tone_
_person_frowning_medium-dark_skin_tone_,🙍🏾,person frowning: medium-dark skin tone,People & Body,person-gesture,1F64D 1F3FE,_person_frowning_medium-dark_skin_tone_
_person_frowning_dark_skin_tone_,🙍🏿,person frowning: dark skin tone,People & Body,person-gesture,1F64D 1F3FF,_person_frowning_dark_skin_tone_
_man_frowning_,🙍‍♂️,man frowning,People & Body,person-gesture,1F64D 200D 2642 FE0F,_man_frowning_
_man_frowning_,🙍‍♂,man frowning,People & Body,person-gesture,1F64D 200D 2642,_man_frowning_
_man_frowning_light_skin_tone_,🙍🏻‍♂️,man frowning: light skin tone,People & Body,person-gesture,1F64D 1F3FB 200D 2642 FE0F,_man_frowning_light_skin_tone_
_man_frowning_light_skin_tone_,🙍🏻‍♂,man frowning: light skin tone,People & Body,person-gesture,1F64D 1F3FB 200D 2642,_man_frowning_light_skin_tone_
_man_frowning_medium-light_skin_tone_,🙍🏼‍♂️,man frowning: medium-light skin tone,People & Body,person-gesture,1F64D 1F3FC 200D 2642 FE0F,_man_frowning_medium-light_skin_tone_
_man_frowning_medium-light_skin_tone_,🙍🏼‍♂,man frowning: medium-light skin tone,People & Body,person-gesture,1F64D 1F3FC 200D 2642,_man_frowning_medium-light_skin_tone_
_man_frowning_medium_skin_tone_,🙍🏽‍♂️,man frowning: medium skin tone,People & Body,person-gesture,1F64D 1F3FD 200D 2642 FE0F,_man_frowning_medium_skin_tone_
_man_frowning_medium_skin_tone_,🙍🏽‍♂,man frowning: medium skin tone,People & Body,person-gesture,1F64D 1F3FD 200D 2642,_man_frowning_medium_skin_tone_
_man_frowning_medium-dark_skin_tone_,🙍🏾‍♂️,man frowning: medium-dark skin tone,People & Body,person-gesture,1F64D 1F3FE 200D 2642 FE0F,_man_frowning_medium-dark_skin_tone_
_man_frowning_medium-dark_skin_tone_,🙍🏾‍♂,man frowning: medium-dark skin tone,People & Body,person-gesture,1F64D 1F3FE 200D 2642,_man_frowning_medium-dark_skin_tone_
_man_frowning_dark_skin_tone_,🙍🏿‍♂️,man frowning: dark skin tone,People & Body,person-gesture,1F64D 1F3FF 200D 2642 FE0F,_man_frowning_dark_skin_tone_
_man_frowning_dark_skin_tone_,🙍🏿‍♂,man frowning: dark skin tone,People & Body,person-gesture,1F64D 1F3FF 200D 2642,_man_frowning_dark_skin_tone_
_woman_frowning_,🙍‍♀️,woman frowning,People & Body,person-gesture,1F64D 200D 2640 FE0F,_woman_frowning_
_woman_frowning_,🙍‍♀,woman frowning,People & Body,person-gesture,1F64D 200D 2640,_woman_frowning_
_woman_frowning_light_skin_tone_,🙍🏻‍♀️,woman frowning: light skin tone,People & Body,person-gesture,1F64D 1F3FB 200D 2640 FE0F,_woman_frowning_light_skin_tone_
_woman_frowning_light_skin_tone_,🙍🏻‍♀,woman frowning: light skin tone,People & Body,person-gesture,1F64D 1F3FB 200D 2640,_woman_frowning_light_skin_tone_
_woman_frowning_medium-light_skin_tone_,🙍🏼‍♀️,woman frowning: medium-light skin tone,People & Body,person-gesture,1F64D 1F3FC 200D 2640 FE0F,_woman_frowning_medium-light_skin_tone_
_woman_frowning_medium-light_skin_tone_,🙍🏼‍♀,woman frowning: medium-light skin tone,People & Body,person-gesture,1F64D 1F3FC 200D 2640,_woman_frowning_medium-light_skin_tone_
_woman_frowning_medium_skin_tone_,🙍🏽‍♀️,woman frowning: medium skin tone,People & Body,person-gesture,1F64D 1F3FD 200D 2640 FE0F,_woman_frowning_medium_skin_tone_
_woman_frowning_medium_skin_tone_,🙍🏽‍♀,woman frowning: medium skin tone,People & Body,person-gesture,1F64D 1F3FD 200D 2640,_woman_frowning_medium_skin_tone_
_woman_frowning_medium-dark_skin_tone_,🙍🏾‍♀️,woman frowning: medium-dark skin tone,People & Body,person-gesture,1F64D 1F3FE 200D 2640 FE0F,_woman_frowning_medium-dark_skin_tone_
_woman_frowning_medium-dark_skin_tone_,🙍🏾‍♀,woman frowning: medium-dark skin tone,People & Body,person-gesture,1F64D 1F3FE 200D 2640,_woman_frowning_medium-dark_skin_tone_
_woman_frowning_dark_skin_tone_,🙍🏿‍♀️,woman frowning: dark skin tone,People & Body,person-gesture,1F64D 1F3FF 200D 2640 FE0F,_woman_frowning_dark_skin_tone_
_woman_frowning_dark_skin_tone_,🙍🏿‍♀,woman frowning: dark skin tone,People & Body,person-gesture,1F64D 1F3FF 200D 2640,_woman_frowning_dark_skin_tone_
_person_pouting_,🙎,person pouting,People & Body,person-gesture,1F64E,_person_pouting_
_person_pouting_light_skin_tone_,🙎🏻,person pouting: light skin tone,People & Body,person-gesture,1F64E 1F3FB,_person_pouting_light_skin_tone_
_person_pouting_medium-light_skin_tone_,🙎🏼,person pouting: medium-light skin tone,People & Body,person-gesture,1F64E 1F3FC,_person_pouting_medium-light_skin_tone_
_person_pouting_medium_skin_tone_,🙎🏽,person pouting: medium skin tone,People & Body,person-gesture,1F64E 1F3FD,_person_pouting_medium_skin_tone_
_person_pouting_medium-dark_skin_tone_,🙎🏾,person pouting: medium-dark skin tone,People & Body,person-gesture,1F64E 1F3FE,_person_pouting_medium-dark_skin_tone_
_person_pouting_dark_skin_tone_,🙎🏿,person pouting: dark skin tone,People & Body,person-gesture,1F64E 1F3FF,_person_pouting_dark_skin_tone_
_man_pouting_,🙎‍♂️,man pouting,People & Body,person-gesture,1F64E 200D 2642 FE0F,_man_pouting_
_man_pouting_,🙎‍♂,man pouting,People & Body,person-gesture,1F64E 200D 2642,_man_pouting_
_man_pouting_light_skin_tone_,🙎🏻‍♂️,man pouting: light skin tone,People & Body,person-gesture,1F64E 1F3FB 200D 2642 FE0F,_man_pouting_light_skin_tone_
_man_pouting_light_skin_tone_,🙎🏻‍♂,man pouting: light skin tone,People & Body,person-gesture,1F64E 1F3FB 200D 2642,_man_pouting_light_skin_tone_
_man_pouting_medium-light_skin_tone_,🙎🏼‍♂️,man pouting: medium-light skin tone,People & Body,person-gesture,1F64E 1F3FC 200D 2642 FE0F,_man_pouting_medium-light_skin_tone_
_man_pouting_medium-light_skin_tone_,🙎🏼‍♂,man pouting: medium-light skin tone,People & Body,person-gesture,1F64E 1F3FC 200D 2642,_man_pouting_medium-light_skin_tone_
_man_pouting_medium_skin_tone_,🙎🏽‍♂️,man pouting: medium skin tone,People & Body,person-gesture,1F64E 1F3FD 200D 2642 FE0F,_man_pouting_medium_skin_tone_
_man_pouting_medium_skin_tone_,🙎🏽‍♂,man pouting: medium skin tone,People & Body,person-gesture,1F64E 1F3FD 200D 2642,_man_pouting_medium_skin_tone_
_man_pouting_medium-dark_skin_tone_,🙎🏾‍♂️,man pouting: medium-dark skin tone,People & Body,person-gesture,1F64E 1F3FE 200D 2642 FE0F,_man_pouting_medium-dark_skin_tone_
_man_pouting_medium-dark_skin_tone_,🙎🏾‍♂,man pouting: medium-dark skin tone,People & Body,person-gesture,1F64E 1F3FE 200D 2642,_man_pouting_medium-dark_skin_tone_
_man_pouting_dark_skin_tone_,🙎🏿‍♂️,man pouting: dark skin tone,People & Body,person-gesture,1F64E 1F3FF 200D 2642 FE0F,_man_pouting_dark_skin_tone_
_man_pouting_dark_skin_tone_,🙎🏿‍♂,man pouting: dark skin tone,People & Body,person-gesture,1F64E 1F3FF 200D 2642,_man_pouting_dark_skin_tone_
_woman_pouting_,🙎‍♀️,woman pouting,People & Body,person-gesture,1F64E 200D 2640 FE0F,_woman_pouting_
_woman_pouting_,🙎‍♀,woman pouting,People & Body,person-gesture,1F64E 200D 2640,_woman_pouting_
_woman_pouting_light_skin_tone_,🙎🏻‍♀️,woman pouting: light skin tone,People & Body,person-gesture,1F64E 1F3FB 200D 2640 FE0F,_woman_pouting_light_skin_tone_
_woman_pouting_light_skin_tone_,🙎🏻‍♀,woman pouting: light skin tone,People & Body,person-gesture,1F64E 1F3FB 200D 2640,_woman_pouting_light_skin_tone_
_woman_pouting_medium-light_skin_tone_,🙎🏼‍♀️,woman pouting: medium-light skin tone,People & Body,person-gesture,1F64E 1F3FC 200D 2640 FE0F,_woman_pouting_medium-light_skin_tone_
_woman_pouting_medium-light_skin_tone_,🙎🏼‍♀,woman pouting: medium-light skin tone,People & Body,person-gesture,1F64E 1F3FC 200D 2640,_woman_pouting_medium-light_skin_tone_
_woman_pouting_medium_skin_tone_,🙎🏽‍♀️,woman pouting: medium skin tone,People & Body,person-gesture,1F64E 1F3FD 200D 2640 FE0F,_woman_pouting_medium_skin_tone_
_woman_pouting_medium_skin_tone_,🙎🏽‍♀,woman pouting: medium skin tone,People & Body,person-gesture,1F64E 1F3FD 200D 2640,_woman_pouting_medium_skin_tone_
_woman_pouting_medium-dark_skin_tone_,🙎🏾‍♀️,woman pouting: medium-dark skin tone,People & Body,person-gesture,1F64E 1F3FE 200D 2640 FE0F,_woman_pouting_medium-dark_skin_tone_
_woman_pouting_medium-dark_skin_tone_,🙎🏾‍♀,woman pouting: medium-dark skin tone,People & Body,person-gesture,1F64E 1F3FE 200D 2640,_woman_pouting_medium-dark_skin_tone_
_woman_pouting_dark_skin_tone_,🙎🏿‍♀️,woman pouting: dark skin tone,People & Body,person-gesture,1F64E 1F3FF 200D 2640 FE0F,_woman_pouting_dark_skin_tone_
_woman_pouting_dark_skin_tone_,🙎🏿‍♀,woman pouting: dark skin tone,People & Body,person-gesture,1F64E 1F3FF 200D 2640,_woman_pouting_dark_skin_tone_
_person_gesturing_NO_,🙅,person gesturing NO,People & Body,person-gesture,1F645,_person_gesturing_NO_
_person_gesturing_NO_light_skin_tone_,🙅🏻,person gesturing NO: light skin tone,People & Body,person-gesture,1F645 1F3FB,_person_gesturing_NO_light_skin_tone_
_person_gesturing_NO_medium-light_skin_tone_,🙅🏼,person gesturing NO: medium-light skin tone,People & Body,person-gesture,1F645 1F3FC,_person_gesturing_NO_medium-light_skin_tone_
_person_gesturing_NO_medium_skin_tone_,🙅🏽,person gesturing NO: medium skin tone,People & Body,person-gesture,1F645 1F3FD,_person_gesturing_NO_medium_skin_tone_
_person_gesturing_NO_medium-dark_skin_tone_,🙅🏾,person gesturing NO: medium-dark skin tone,People & Body,person-gesture,1F645 1F3FE,_person_gesturing_NO_medium-dark_skin_tone_
_person_gesturing_NO_dark_skin_tone_,🙅🏿,person gesturing NO: dark skin tone,People & Body,person-gesture,1F645 1F3FF,_person_gesturing_NO_dark_skin_tone_
_man_gesturing_NO_,🙅‍♂️,man gesturing NO,People & Body,person-gesture,1F645 200D 2642 FE0F,_man_gesturing_NO_
_man_gesturing_NO_,🙅‍♂,man gesturing NO,People & Body,person-gesture,1F645 200D 2642,_man_gesturing_NO_
_man_gesturing_NO_light_skin_tone_,🙅🏻‍♂️,man gesturing NO: light skin tone,People & Body,person-gesture,1F645 1F3FB 200D 2642 FE0F,_man_gesturing_NO_light_skin_tone_
_man_gesturing_NO_light_skin_tone_,🙅🏻‍♂,man gesturing NO: light skin tone,People & Body,person-gesture,1F645 1F3FB 200D 2642,_man_gesturing_NO_light_skin_tone_
_man_gesturing_NO_medium-light_skin_tone_,🙅🏼‍♂️,man gesturing NO: medium-light skin tone,People & Body,person-gesture,1F645 1F3FC 200D 2642 FE0F,_man_gesturing_NO_medium-light_skin_tone_
_man_gesturing_NO_medium-light_skin_tone_,🙅🏼‍♂,man gesturing NO: medium-light skin tone,People & Body,person-gesture,1F645 1F3FC 200D 2642,_man_gesturing_NO_medium-light_skin_tone_
_man_gesturing_NO_medium_skin_tone_,🙅🏽‍♂️,man gesturing NO: medium skin tone,People & Body,person-gesture,1F645 1F3FD 200D 2642 FE0F,_man_gesturing_NO_medium_skin_tone_
_man_gesturing_NO_medium_skin_tone_,🙅🏽‍♂,man gesturing NO: medium skin tone,People & Body,person-gesture,1F645 1F3FD 200D 2642,_man_gesturing_NO_medium_skin_tone_
_man_gesturing_NO_medium-dark_skin_tone_,🙅🏾‍♂️,man gesturing NO: medium-dark skin tone,People & Body,person-gesture,1F645 1F3FE 200D 2642 FE0F,_man_gesturing_NO_medium-dark_skin_tone_
_man_gesturing_NO_medium-dark_skin_tone_,🙅🏾‍♂,man gesturing NO: medium-dark skin tone,People & Body,person-gesture,1F645 1F3FE 200D 2642,_man_gesturing_NO_medium-dark_skin_tone_
_man_gesturing_NO_dark_skin_tone_,🙅🏿‍♂️,man gesturing NO: dark skin tone,People & Body,person-gesture,1F645 1F3FF 200D 2642 FE0F,_man_gesturing_NO_dark_skin_tone_
_man_gesturing_NO_dark_skin_tone_,🙅🏿‍♂,man gesturing NO: dark skin tone,People & Body,person-gesture,1F645 1F3FF 200D 2642,_man_gesturing_NO_dark_skin_tone_
_woman_gesturing_NO_,🙅‍♀️,woman gesturing NO,People & Body,person-gesture,1F645 200D 2640 FE0F,_woman_gesturing_NO_
_woman_gesturing_NO_,🙅‍♀,woman gesturing NO,People & Body,person-gesture,1F645 200D 2640,_woman_gesturing_NO_
_woman_gesturing_NO_light_skin_tone_,🙅🏻‍♀️,woman gesturing NO: light skin tone,People & Body,person-gesture,1F645 1F3FB 200D 2640 FE0F,_woman_gesturing_NO_light_skin_tone_
_woman_gesturing_NO_light_skin_tone_,🙅🏻‍♀,woman gesturing NO: light skin tone,People & Body,person-gesture,1F645 1F3FB 200D 2640,_woman_gesturing_NO_light_skin_tone_
_woman_gesturing_NO_medium-light_skin_tone_,🙅🏼‍♀️,woman gesturing NO: medium-light skin tone,People & Body,person-gesture,1F645 1F3FC 200D 2640 FE0F,_woman_gesturing_NO_medium-light_skin_tone_
_woman_gesturing_NO_medium-light_skin_tone_,🙅🏼‍♀,woman gesturing NO: medium-light skin tone,People & Body,person-gesture,1F645 1F3FC 200D 2640,_woman_gesturing_NO_medium-light_skin_tone_
_woman_gesturing_NO_medium_skin_tone_,🙅🏽‍♀️,woman gesturing NO: medium skin tone,People & Body,person-gesture,1F645 1F3FD 200D 2640 FE0F,_woman_gesturing_NO_medium_skin_tone_
_woman_gesturing_NO_medium_skin_tone_,🙅🏽‍♀,woman gesturing NO: medium skin tone,People & Body,person-gesture,1F645 1F3FD 200D 2640,_woman_gesturing_NO_medium_skin_tone_
_woman_gesturing_NO_medium-dark_skin_tone_,🙅🏾‍♀️,woman gesturing NO: medium-dark skin tone,People & Body,person-gesture,1F645 1F3FE 200D 2640 FE0F,_woman_gesturing_NO_medium-dark_skin_tone_
_woman_gesturing_NO_medium-dark_skin_tone_,🙅🏾‍♀,woman gesturing NO: medium-dark skin tone,People & Body,person-gesture,1F645 1F3FE 200D 2640,_woman_gesturing_NO_medium-dark_skin_tone_
_woman_gesturing_NO_dark_skin_tone_,🙅🏿‍♀️,woman gesturing NO: dark skin tone,People & Body,person-gesture,1F645 1F3FF 200D 2640 FE0F,_woman_gesturing_NO_dark_skin_tone_
_woman_gesturing_NO_dark_skin_tone_,🙅🏿‍♀,woman gesturing NO: dark skin tone,People & Body,person-gesture,1F645 1F3FF 200D 2640,_woman_gesturing_NO_dark_skin_tone_
_person_gesturing_OK_,🙆,person gesturing OK,People & Body,person-gesture,1F646,_person_gesturing_OK_
_person_gesturing_OK_light_skin_tone_,🙆🏻,person gesturing OK: light skin tone,People & Body,person-gesture,1F646 1F3FB,_person_gesturing_OK_light_skin_tone_
_person_gesturing_OK_medium-light_skin_tone_,🙆🏼,person gesturing OK: medium-light skin tone,People & Body,person-gesture,1F646 1F3FC,_person_gesturing_OK_medium-light_skin_tone_
_person_gesturing_OK_medium_skin_tone_,🙆🏽,person gesturing OK: medium skin tone,People & Body,person-gesture,1F646 1F3FD,_person_gesturing_OK_medium_skin_tone_
_person_gesturing_OK_medium-dark_skin_tone_,🙆🏾,person gesturing OK: medium-dark skin tone,People & Body,person-gesture,1F646 1F3FE,_person_gesturing_OK_medium-dark_skin_tone_
_person_gesturing_OK_dark_skin_tone_,🙆🏿,person gesturing OK: dark skin tone,People & Body,person-gesture,1F646 1F3FF,_person_gesturing_OK_dark_skin_tone_
_man_gesturing_OK_,🙆‍♂️,man gesturing OK,People & Body,person-gesture,1F646 200D 2642 FE0F,_man_gesturing_OK_
_man_gesturing_OK_,🙆‍♂,man gesturing OK,People & Body,person-gesture,1F646 200D 2642,_man_gesturing_OK_
_man_gesturing_OK_light_skin_tone_,🙆🏻‍♂️,man gesturing OK: light skin tone,People & Body,person-gesture,1F646 1F3FB 200D 2642 FE0F,_man_gesturing_OK_light_skin_tone_
_man_gesturing_OK_light_skin_tone_,🙆🏻‍♂,man gesturing OK: light skin tone,People & Body,person-gesture,1F646 1F3FB 200D 2642,_man_gesturing_OK_light_skin_tone_
_man_gesturing_OK_medium-light_skin_tone_,🙆🏼‍♂️,man gesturing OK: medium-light skin tone,People & Body,person-gesture,1F646 1F3FC 200D 2642 FE0F,_man_gesturing_OK_medium-light_skin_tone_
_man_gesturing_OK_medium-light_skin_tone_,🙆🏼‍♂,man gesturing OK: medium-light skin tone,People & Body,person-gesture,1F646 1F3FC 200D 2642,_man_gesturing_OK_medium-light_skin_tone_
_man_gesturing_OK_medium_skin_tone_,🙆🏽‍♂️,man gesturing OK: medium skin tone,People & Body,person-gesture,1F646 1F3FD 200D 2642 FE0F,_man_gesturing_OK_medium_skin_tone_
_man_gesturing_OK_medium_skin_tone_,🙆🏽‍♂,man gesturing OK: medium skin tone,People & Body,person-gesture,1F646 1F3FD 200D 2642,_man_gesturing_OK_medium_skin_tone_
_man_gesturing_OK_medium-dark_skin_tone_,🙆🏾‍♂️,man gesturing OK: medium-dark skin tone,People & Body,person-gesture,1F646 1F3FE 200D 2642 FE0F,_man_gesturing_OK_medium-dark_skin_tone_
_man_gesturing_OK_medium-dark_skin_tone_,🙆🏾‍♂,man gesturing OK: medium-dark skin tone,People & Body,person-gesture,1F646 1F3FE 200D 2642,_man_gesturing_OK_medium-dark_skin_tone_
_man_gesturing_OK_dark_skin_tone_,🙆🏿‍♂️,man gesturing OK: dark skin tone,People & Body,person-gesture,1F646 1F3FF 200D 2642 FE0F,_man_gesturing_OK_dark_skin_tone_
_man_gesturing_OK_dark_skin_tone_,🙆🏿‍♂,man gesturing OK: dark skin tone,People & Body,person-gesture,1F646 1F3FF 200D 2642,_man_gesturing_OK_dark_skin_tone_
_woman_gesturing_OK_,🙆‍♀️,woman gesturing OK,People & Body,person-gesture,1F646 200D 2640 FE0F,_woman_gesturing_OK_
_woman_gesturing_OK_,🙆‍♀,woman gesturing OK,People & Body,person-gesture,1F646 200D 2640,_woman_gesturing_OK_
_woman_gesturing_OK_light_skin_tone_,🙆🏻‍♀️,woman gesturing OK: light skin tone,People & Body,person-gesture,1F646 1F3FB 200D 2640 FE0F,_woman_gesturing_OK_light_skin_tone_
_woman_gesturing_OK_light_skin_tone_,🙆🏻‍♀,woman gesturing OK: light skin tone,People & Body,person-gesture,1F646 1F3FB 200D 2640,_woman_gesturing_OK_light_skin_tone_
_woman_gesturing_OK_medium-light_skin_tone_,🙆🏼‍♀️,woman gesturing OK: medium-light skin tone,People & Body,person-gesture,1F646 1F3FC 200D 2640 FE0F,_woman_gesturing_OK_medium-light_skin_tone_
_woman_gesturing_OK_medium-light_skin_tone_,🙆🏼‍♀,woman gesturing OK: medium-light skin tone,People & Body,person-gesture,1F646 1F3FC 200D 2640,_woman_gesturing_OK_medium-light_skin_tone_
_woman_gesturing_OK_medium_skin_tone_,🙆🏽‍♀️,woman gesturing OK: medium skin tone,People & Body,person-gesture,1F646 1F3FD 200D 2640 FE0F,_woman_gesturing_OK_medium_skin_tone_
_woman_gesturing_OK_medium_skin_tone_,🙆🏽‍♀,woman gesturing OK: medium skin tone,People & Body,person-gesture,1F646 1F3FD 200D 2640,_woman_gesturing_OK_medium_skin_tone_
_woman_gesturing_OK_medium-dark_skin_tone_,🙆🏾‍♀️,woman gesturing OK: medium-dark skin tone,People & Body,person-gesture,1F646 1F3FE 200D 2640 FE0F,_woman_gesturing_OK_medium-dark_skin_tone_
_woman_gesturing_OK_medium-dark_skin_tone_,🙆🏾‍♀,woman gesturing OK: medium-dark skin tone,People & Body,person-gesture,1F646 1F3FE 200D 2640,_woman_gesturing_OK_medium-dark_skin_tone_
_woman_gesturing_OK_dark_skin_tone_,🙆🏿‍♀️,woman gesturing OK: dark skin tone,People & Body,person-gesture,1F646 1F3FF 200D 2640 FE0F,_woman_gesturing_OK_dark_skin_tone_
_woman_gesturing_OK_dark_skin_tone_,🙆🏿‍♀,woman gesturing OK: dark skin tone,People & Body,person-gesture,1F646 1F3FF 200D 2640,_woman_gesturing_OK_dark_skin_tone_
_person_tipping_hand_,💁,person tipping hand,People & Body,person-gesture,1F481,_person_tipping_hand_
_person_tipping_hand_light_skin_tone_,💁🏻,person tipping hand: light skin tone,People & Body,person-gesture,1F481 1F3FB,_person_tipping_hand_light_skin_tone_
_person_tipping_hand_medium-light_skin_tone_,💁🏼,person tipping hand: medium-light skin tone,People & Body,person-gesture,1F481 1F3FC,_person_tipping_hand_medium-light_skin_tone_
_person_tipping_hand_medium_skin_tone_,💁🏽,person tipping hand: medium skin tone,People & Body,person-gesture,1F481 1F3FD,_person_tipping_hand_medium_skin_tone_
_person_tipping_hand_medium-dark_skin_tone_,💁🏾,person tipping hand: medium-dark skin tone,People & Body,person-gesture,1F481 1F3FE,_person_tipping_hand_medium-dark_skin_tone_
_person_tipping_hand_dark_skin_tone_,💁🏿,person tipping hand: dark skin tone,People & Body,person-gesture,1F481 1F3FF,_person_tipping_hand_dark_skin_tone_
_man_tipping_hand_,💁‍♂️,man tipping hand,People & Body,person-gesture,1F481 200D 2642 FE0F,_man_tipping_hand_
_man_tipping_hand_,💁‍♂,man tipping hand,People & Body,person-gesture,1F481 200D 2642,_man_tipping_hand_
_man_tipping_hand_light_skin_tone_,💁🏻‍♂️,man tipping hand: light skin tone,People & Body,person-gesture,1F481 1F3FB 200D 2642 FE0F,_man_tipping_hand_light_skin_tone_
_man_tipping_hand_light_skin_tone_,💁🏻‍♂,man tipping hand: light skin tone,People & Body,person-gesture,1F481 1F3FB 200D 2642,_man_tipping_hand_light_skin_tone_
_man_tipping_hand_medium-light_skin_tone_,💁🏼‍♂️,man tipping hand: medium-light skin tone,People & Body,person-gesture,1F481 1F3FC 200D 2642 FE0F,_man_tipping_hand_medium-light_skin_tone_
_man_tipping_hand_medium-light_skin_tone_,💁🏼‍♂,man tipping hand: medium-light skin tone,People & Body,person-gesture,1F481 1F3FC 200D 2642,_man_tipping_hand_medium-light_skin_tone_
_man_tipping_hand_medium_skin_tone_,💁🏽‍♂️,man tipping hand: medium skin tone,People & Body,person-gesture,1F481 1F3FD 200D 2642 FE0F,_man_tipping_hand_medium_skin_tone_
_man_tipping_hand_medium_skin_tone_,💁🏽‍♂,man tipping hand: medium skin tone,People & Body,person-gesture,1F481 1F3FD 200D 2642,_man_tipping_hand_medium_skin_tone_
_man_tipping_hand_medium-dark_skin_tone_,💁🏾‍♂️,man tipping hand: medium-dark skin tone,People & Body,person-gesture,1F481 1F3FE 200D 2642 FE0F,_man_tipping_hand_medium-dark_skin_tone_
_man_tipping_hand_medium-dark_skin_tone_,💁🏾‍♂,man tipping hand: medium-dark skin tone,People & Body,person-gesture,1F481 1F3FE 200D 2642,_man_tipping_hand_medium-dark_skin_tone_
_man_tipping_hand_dark_skin_tone_,💁🏿‍♂️,man tipping hand: dark skin tone,People & Body,person-gesture,1F481 1F3FF 200D 2642 FE0F,_man_tipping_hand_dark_skin_tone_
_man_tipping_hand_dark_skin_tone_,💁🏿‍♂,man tipping hand: dark skin tone,People & Body,person-gesture,1F481 1F3FF 200D 2642,_man_tipping_hand_dark_skin_tone_
_woman_tipping_hand_,💁‍♀️,woman tipping hand,People & Body,person-gesture,1F481 200D 2640 FE0F,_woman_tipping_hand_
_woman_tipping_hand_,💁‍♀,woman tipping hand,People & Body,person-gesture,1F481 200D 2640,_woman_tipping_hand_
_woman_tipping_hand_light_skin_tone_,💁🏻‍♀️,woman tipping hand: light skin tone,People & Body,person-gesture,1F481 1F3FB 200D 2640 FE0F,_woman_tipping_hand_light_skin_tone_
_woman_tipping_hand_light_skin_tone_,💁🏻‍♀,woman tipping hand: light skin tone,People & Body,person-gesture,1F481 1F3FB 200D 2640,_woman_tipping_hand_light_skin_tone_
_woman_tipping_hand_medium-light_skin_tone_,💁🏼‍♀️,woman tipping hand: medium-light skin tone,People & Body,person-gesture,1F481 1F3FC 200D 2640 FE0F,_woman_tipping_hand_medium-light_skin_tone_
_woman_tipping_hand_medium-light_skin_tone_,💁🏼‍♀,woman tipping hand: medium-light skin tone,People & Body,person-gesture,1F481 1F3FC 200D 2640,_woman_tipping_hand_medium-light_skin_tone_
_woman_tipping_hand_medium_skin_tone_,💁🏽‍♀️,woman tipping hand: medium skin tone,People & Body,person-gesture,1F481 1F3FD 200D 2640 FE0F,_woman_tipping_hand_medium_skin_tone_
_woman_tipping_hand_medium_skin_tone_,💁🏽‍♀,woman tipping hand: medium skin tone,People & Body,person-gesture,1F481 1F3FD 200D 2640,_woman_tipping_hand_medium_skin_tone_
_woman_tipping_hand_medium-dark_skin_tone_,💁🏾‍♀️,woman tipping hand: medium-dark skin tone,People & Body,person-gesture,1F481 1F3FE 200D 2640 FE0F,_woman_tipping_hand_medium-dark_skin_tone_
_woman_tipping_hand_medium-dark_skin_tone_,💁🏾‍♀,woman tipping hand: medium-dark skin tone,People & Body,person-gesture,1F481 1F3FE 200D 2640,_woman_tipping_hand_medium-dark_skin_tone_
_woman_tipping_hand_dark_skin_tone_,💁🏿‍♀️,woman tipping hand: dark skin tone,People & Body,person-gesture,1F481 1F3FF 200D 2640 FE0F,_woman_tipping_hand_dark_skin_tone_
_woman_tipping_hand_dark_skin_tone_,💁🏿‍♀,woman tipping hand: dark skin tone,People & Body,person-gesture,1F481 1F3FF 200D 2640,_woman_tipping_hand_dark_skin_tone_
_person_raising_hand_,🙋,person raising hand,People & Body,person-gesture,1F64B,_person_raising_hand_
_person_raising_hand_light_skin_tone_,🙋🏻,person raising hand: light skin tone,People & Body,person-gesture,1F64B 1F3FB,_person_raising_hand_light_skin_tone_
_person_raising_hand_medium-light_skin_tone_,🙋🏼,person raising hand: medium-light skin tone,People & Body,person-gesture,1F64B 1F3FC,_person_raising_hand_medium-light_skin_tone_
_person_raising_hand_medium_skin_tone_,🙋🏽,person raising hand: medium skin tone,People & Body,person-gesture,1F64B 1F3FD,_person_raising_hand_medium_skin_tone_
_person_raising_hand_medium-dark_skin_tone_,🙋🏾,person raising hand: medium-dark skin tone,People & Body,person-gesture,1F64B 1F3FE,_person_raising_hand_medium-dark_skin_tone_
_person_raising_hand_dark_skin_tone_,🙋🏿,person raising hand: dark skin tone,People & Body,person-gesture,1F64B 1F3FF,_person_raising_hand_dark_skin_tone_
