emoticon,cnt
_person_shrugging_light_skin_tone_,38
_woman_cook_,38
_backpack_,38
_closed_book_,38
_pinched_fingers_medium-light_skin_tone_,38
_fleur-de-lis_,38
_pinching_hand_light_skin_tone_,38
_vibration_mode_,38
_sun_behind_small_cloud_,38
_man_surfing_,38
_Ecuador_,38
_prince_medium-dark_skin_tone_,37
_notebook_,37
_pick_,37
_pretzel_,37
_nazar_amulet_,37
_woman_bowing_medium-light_skin_tone_,37
_cinema_,37
_gloves_,37
_zombie_,37
_ticket_,36
_heart_on_fire_,36
_vertical_traffic_light_,36
_fire_engine_,36
_national_park_,36
_woman_superhero_,36
_baby_angel_medium-light_skin_tone_,36
_Israel_,36
_woman_kneeling_light_skin_tone_,36
_spiral_shell_,36
_man_vampire_,36
_purse_,36
_person_raising_hand_medium_skin_tone_,35
_up-right_arrow_,35
_houses_,35
_Thailand_,35
_family_man_woman_boy_,35
_woman_running_medium-light_skin_tone_,35
_man_bowing_light_skin_tone_,35
_medical_symbol_,34
_green_book_,34
_passenger_ship_,34
_person_gesturing_NO_light_skin_tone_,34
_custard_,34
_Dominican_Republic_,34
_woman_getting_massage_light_skin_tone_,34
_raised_back_of_hand_medium-dark_skin_tone_,34
_person_lifting_weights_,34
_hiking_boot_,34
_woman_student_,34
_END_arrow_,33
_woman_gesturing_OK_medium_skin_tone_,33
_rosette_,33
_Algeria_,33
_old_man_,33
_wedding_,33
_camping_,33
_pregnant_woman_medium-light_skin_tone_,33
_white_flower_,33
_left-right_arrow_,33
_luggage_,33
_ferris_wheel_,33
_woman_police_officer_,32
_El_Salvador_,32
_writing_hand_medium_skin_tone_,32
_lizard_,32
_woman_cartwheeling_light_skin_tone_,32
_water_buffalo_,32
_bright_button_,32
_left_arrow_curving_right_,32
_white_flag_,32
_woman_walking_light_skin_tone_,32
_cooked_rice_,32
_taxi_,31
_tent_,31
_fish_cake_with_swirl_,31
_beverage_box_,31
_man_standing_,31
_construction_,31
_woman_mechanic_,31
_bowl_with_spoon_,31
_sponge_,31
_up-left_arrow_,31
_ram_,31
_man_bowing_medium_skin_tone_,30
_man_bowing_medium-dark_skin_tone_,30
_sign_of_the_horns_dark_skin_tone_,30
_person_swimming_,30
_sun_behind_cloud_,30
_people_hugging_,30
_open_hands_light_skin_tone_,30
_person_gesturing_NO_medium-light_skin_tone_,30
_department_store_,30
_dango_,30
_woman_light_skin_tone_,30
_computer_disk_,30
_man_light_skin_tone_,30
_man_raising_hand_medium-dark_skin_tone_,30
_man_raising_hand_medium-light_skin_tone_,30
_Finland_,30
_person_getting_haircut_,29
_teapot_,29
_field_hockey_,29
_open_hands_medium-dark_skin_tone_,29
_onion_,29
_old_woman_medium-light_skin_tone_,29
_horse_racing_,29
_scarf_,29
_desert_,29
_reverse_button_,29
_motorway_,29
_mobile_phone_off_,29
_woman_fairy_light_skin_tone_,29
_blue_book_,29
_vulcan_salute_medium_skin_tone_,29
_00am-7_,28
_00am-4_,28
_woman_getting_massage_medium_skin_tone_,28
_writing_hand_medium-dark_skin_tone_,28
_man_running_light_skin_tone_,28
_person_shrugging_medium-light_skin_tone_,28
_woman_mage_light_skin_tone_,28
_stuffed_flatbread_,28
_family_man_woman_boy_boy_,28
_circus_tent_,28
_giraffe_,28
_chestnut_,28
_broom_,28
_keycap_7_,28
_keycap_8_,28
_tear-off_calendar_,28
_call_me_hand_dark_skin_tone_,28
_boy_light_skin_tone_,27
_fax_machine_,27
_sparkle_,27
_orangutan_,27
_face_exhaling_,27
_woman_technologist_medium-light_skin_tone_,27
_high-speed_train_,27
_fast_down_button_,27
_old_woman_light_skin_tone_,27
_parrot_,27
_train_,27
_princess_medium-dark_skin_tone_,27
_men_with_bunny_ears_,27
_person_raising_hand_medium-dark_skin_tone_,27
_man_gesturing_OK_light_skin_tone_,27
_anatomical_heart_,27
_woman_running_medium-dark_skin_tone_,27
_muted_speaker_,27
_first_quarter_moon_,27
_minibus_,27
_notebook_with_decorative_cover_,26
_woman_in_lotus_position_,26
_person_in_tuxedo_,26
_Cancer_,26
_person_with_veil_medium-light_skin_tone_,26
_pear_,26
_curry_rice_,26
_wavy_dash_,26
_woman_cartwheeling_medium_skin_tone_,26
_woman_bowing_medium-dark_skin_tone_,26
_woman_surfing_,26
_yarn_,26
_person_facepalming_medium-light_skin_tone_,26
_waxing_crescent_moon_,26
_vulcan_salute_medium-dark_skin_tone_,26
_pool_8_ball_,26
_keycap_9_,26
_man_police_officer_light_skin_tone_,26
_man_walking_medium_skin_tone_,25
_Ethiopia_,25
_woman_teacher_,25
_keycap_10_,25
_Iceland_,25
_bridge_at_night_,25
_family_woman_girl_,25
_page_with_curl_,25
_man_walking_medium-dark_skin_tone_,25
_person_taking_bath_,25
_black_flag_,25
_goal_net_,25
_tractor_,25
_person_bowing_light_skin_tone_,25
_woman_kneeling_medium_skin_tone_,25
_right_arrow_curving_up_,25
_metro_,25
_Norway_,25
_club_suit_,25
_Uganda_,25
_woman_technologist_light_skin_tone_,24
_person_running_light_skin_tone_,24
_slot_machine_,24
_baby_medium_skin_tone_,24
_bank_,24
_P_button_,24
_basket_,24
_man_police_officer_,24
_puzzle_piece_,24
_ferry_,24
_couple_with_heart_woman_woman_,24
_person_with_veil_light_skin_tone_,24
_roasted_sweet_potato_,24
_waving_hand_dark_skin_tone_,24
_large_blue_diamond_,24
_hand_with_fingers_splayed_medium_skin_tone_,24
_person_beard_,24
_fast_reverse_button_,24
_woman_medium-light_skin_tone_,23
_woman_singer_,23
_woman_vampire_,23
_bust_in_silhouette_,23
_prince_medium_skin_tone_,23
_black_nib_,23
_woman_standing_medium-light_skin_tone_,23
_baby_angel_light_skin_tone_,23
_person_gesturing_NO_medium-dark_skin_tone_,23
_fairy_light_skin_tone_,23
_person_tipping_hand_medium-dark_skin_tone_,23
_family_man_woman_girl_girl_,23
_Singapore_,22
_-https_,22
_pregnant_woman_light_skin_tone_,22
_biohazard_,22
_woman_gesturing_OK_medium-dark_skin_tone_,22
_woman_elf_light_skin_tone_,22
_open_file_folder_,22
_oncoming_taxi_,22
_man_student_,22
_open_hands_medium-light_skin_tone_,22
_mount_fuji_,22
_hedgehog_,22
_woman_fairy_medium-light_skin_tone_,22
_woman_light_skin_tone_red_hair_,22
_roll_of_paper_,22
_eye_in_speech_bubble_,22
_Nepal_,22
_melon_,22
_woman_student_light_skin_tone_,22
_Lebanon_,21
_Czechia_,21
_pinched_fingers_medium-dark_skin_tone_,21
_woman_technologist_medium_skin_tone_,21
_kiwi_fruit_,21
_girl_light_skin_tone_,21
_skier_,21
_D_,21
_yin_yang_,21
_star_of_David_,21
_magic_wand_,21
_canned_food_,21
_right-facing_fist_medium-light_skin_tone_,21
_black_medium-small_square_,21
_prayer_beads_,20
_bathtub_,20
_kangaroo_,20
_circled_M_,20
_handshake_medium-light_skin_tone_,20
_postal_horn_,20
_man_fairy_,20
_girl_medium-light_skin_tone_,20
_black_cat_,20
_handshake_light_skin_tone_,20
_person_facepalming_dark_skin_tone_,20
_mermaid_,20
_Georgia_,20
_fairy_,20
_bellhop_bell_,20
_test_tube_,20
_scroll_,20
_pregnant_woman_medium_skin_tone_,20
_coat_,20
_person_bowing_medium_skin_tone_,20
_last_quarter_moon_,20
_right-facing_fist_medium_skin_tone_,20
_man_swimming_medium-dark_skin_tone_,20
_ballet_shoes_,20
_ledger_,20
_left-facing_fist_medium_skin_tone_,19
_clipboard_,19
_left-facing_fist_medium-light_skin_tone_,19
_building_construction_,19
_man_mage_light_skin_tone_,19
_left-facing_fist_medium-dark_skin_tone_,19
_camel_,19
_man_mechanic_,19
_nut_and_bolt_,19
_person_frowning_,19
_down-left_arrow_,19
_sun_behind_large_cloud_,19
_classical_building_,19
_woman_mage_medium-light_skin_tone_,19
_Serbia_,19
_coin_,19
_eight-pointed_star_,19
_hotel_,19
_waxing_gibbous_moon_,19
_breast-feeding_,19
_red_triangle_pointed_down_,19
_Austria_,19
_woman_technologist_medium-dark_skin_tone_,19
_mosquito_,19
_speaker_medium_volume_,18
_Gemini_,18
_woman_scientist_,18
_next_track_button_,18
_bullet_train_,18
_triangular_ruler_,18
_bubble_tea_,18
_no_smoking_,18
_closed_mailbox_with_raised_flag_,18
_woman_red_hair_,18
_VS_button_,18
_man_detective_light_skin_tone_,18
_ear_medium-light_skin_tone_,18
_family_woman_boy_,18
_raccoon_,18
_vulcan_salute_medium-light_skin_tone_,18
_Monaco_,18
_family_man_woman_girl_,18
_vulcan_salute_light_skin_tone_,18
_man_lifting_weights_,18
_pager_,18
_woman_astronaut_,18
_rock_,18
_man_cartwheeling_,18
_spiral_notepad_,17
_woman_gesturing_OK_medium-light_skin_tone_,17
_person_gesturing_OK_medium_skin_tone_,17
_eight-spoked_asterisk_,17
_cityscape_at_dusk_,17
_man_technologist_light_skin_tone_,17
_takeout_box_,17
_woman_walking_medium-dark_skin_tone_,17
_woman_construction_worker_,17
_stethoscope_,17
_writing_hand_medium-light_skin_tone_,17
_rolled-up_newspaper_,17
_Zimbabwe_,17
_open_hands_medium_skin_tone_,17
_white_small_square_,17
_man_swimming_,17
_Costa_Rica_,17
_woman_biking_,17
_motor_scooter_,17
_person_kneeling_,17
_ear_light_skin_tone_,17
_keycap_6_,17
_bowling_,17
_person_blond_hair_,17
_service_dog_,17
_male_sign_,17
_woman_with_white_cane_light_skin_tone_,17
_chart_increasing_with_yen_,17
_two-hump_camel_,17
_man_walking_light_skin_tone_,17
_rhinoceros_,17
_axe_,17
_woman_blond_hair_,16
_skateboard_,16
_palms_up_together_dark_skin_tone_,16
_Croatia_,16
_currency_exchange_,16
_right-facing_fist_light_skin_tone_,16
_woman_getting_massage_medium-dark_skin_tone_,16
_otter_,16
_Pisces_,16
_woman_singer_light_skin_tone_,16
_boy_medium-light_skin_tone_,16
_barber_pole_,16
_boar_,16
_couple_with_heart_man_man_,16
_swan_,16
_woman_detective_light_skin_tone_,16
_person_gesturing_OK_light_skin_tone_,16
_motor_boat_,16
_cook_,16
_black_medium_square_,16
_seal_,16
_control_knobs_,16
_man_astronaut_,15
_Tanzania_,15
_lotion_bottle_,15
_person_light_skin_tone_beard_,15
_woman_pouting_light_skin_tone_,15
_hammer_and_pick_,15
_man_elf_,15
_station_,15
_hand_with_fingers_splayed_medium-dark_skin_tone_,15
_woman_light_skin_tone_blond_hair_,15
_sun_behind_rain_cloud_,15
_person_standing_light_skin_tone_,15
_Yemen_,15
_man_getting_massage_medium_skin_tone_,15
_information_,15
_man_mechanic_medium-light_skin_tone_,15
_baby_angel_medium-dark_skin_tone_,15
_2nd_place_medal_,15
_person_in_lotus_position_,15
_snowboarder_,15
_leg_,15
_woman_teacher_light_skin_tone_,15
_woman_cartwheeling_medium-dark_skin_tone_,14
_child_,14
_left-facing_fist_light_skin_tone_,14
_person_running_medium_skin_tone_,14
_right_arrow_curving_left_,14
_ear_medium-dark_skin_tone_,14
_crayon_,14
_Kazakhstan_,14
_person_with_veil_medium_skin_tone_,14
_receipt_,14
_Venezuela_,14
_woman_swimming_,14
_couple_with_heart_woman_man_,14
_sake_,14
_fire_extinguisher_,14
_lab_coat_,14
_ID_button_,14
_potted_plant_,14
_Scorpio_,14
_man_running_medium-dark_skin_tone_,14
_man_running_medium_skin_tone_,14
_carousel_horse_,14
_man_gesturing_OK_dark_skin_tone_,14
_girl_medium_skin_tone_,14
_man_getting_massage_medium-dark_skin_tone_,14
_man_getting_haircut_,14
_woman_in_lotus_position_light_skin_tone_,14
_Mauritius_,14
_om_,14
_diamond_with_a_dot_,14
_man_singer_,14
_old_woman_dark_skin_tone_,13
_Aquarius_,13
_person_bouncing_ball_,13
_moon_cake_,13
_waning_gibbous_moon_,13
_person_gesturing_OK_medium-dark_skin_tone_,13
_factory_,13
_goggles_,13
_person_rowing_boat_,13
_Iran_,13
_trolleybus_,13
_skis_,13
_red_envelope_,13
_Leo_,13
_fog_,13
_foggy_,13
_woman_medium_skin_tone_,13
_man_juggling_,13
_person_walking_light_skin_tone_,13
_speedboat_,13
_chopsticks_,13
_woman_golfing_,13
_love-you_gesture_dark_skin_tone_,13
_person_in_tuxedo_medium_skin_tone_,13
_man_technologist_medium-dark_skin_tone_,13
_derelict_house_,13
_medium-light_skin_tone_,13
_Japanese_dolls_,13
_3rd_place_medal_,13
_fountain_,12
_person_in_suit_levitating_light_skin_tone_,12
_family_man_boy_,12
_woman_superhero_medium-light_skin_tone_,12
_person_getting_massage_medium-light_skin_tone_,12
_face_with_spiral_eyes_,12
_person_bowing_medium-dark_skin_tone_,12
_person_getting_massage_light_skin_tone_,12
_old_man_light_skin_tone_,12
_dumpling_,12
_ear_medium_skin_tone_,12
_woman_vampire_light_skin_tone_,12
_right-facing_fist_medium-dark_skin_tone_,12
_large_orange_diamond_,12
_Cameroon_,12
_man_genie_,12
_Zambia_,12
_canoe_,12
_raised_hand_dark_skin_tone_,12
_woman_detective_medium-light_skin_tone_,12
_woman_office_worker_,12
_atom_symbol_,12
_waffle_,12
_tram_,12
_label_,12
_man_gesturing_NO_dark_skin_tone_,12
_prince_medium-light_skin_tone_,12
_brick_,12
_woman_health_worker_medium-light_skin_tone_,12
_red_paper_lantern_,12
_baby_medium-dark_skin_tone_,12
_person_running_medium-dark_skin_tone_,12
_woman_health_worker_medium_skin_tone_,12
_woman_cartwheeling_medium-light_skin_tone_,12
_Aries_,12
_potable_water_,12
_page_facing_up_,11
_man_scientist_,11
_woman_student_medium_skin_tone_,11
_railway_track_,11
_man_office_worker_,11
_kiss_man_man_,11
_man_vampire_light_skin_tone_,11
_kick_scooter_,11
_play_or_pause_button_,11
_boy_medium_skin_tone_,11
_police_officer_light_skin_tone_,11
_person_gesturing_OK_medium-light_skin_tone_,11
_old_woman_medium_skin_tone_,11
_index_pointing_up_dark_skin_tone_,11
_railway_car_,11
_man_kneeling_,11
_flamingo_,11
_love_hotel_,11
_person_running_dark_skin_tone_,11
_compass_,11
_ATM_sign_,11
_Slovakia_,11
_mosque_,11
_woman_scientist_medium-dark_skin_tone_,11
_man_dancing_dark_skin_tone_,11
_shinto_shrine_,11
_woman_office_worker_light_skin_tone_,11
_woman_walking_medium_skin_tone_,11
_clockwise_vertical_arrows_,11
_oncoming_bus_,11
_restroom_,11
_llama_,11
_man_getting_massage_,11
_women_wrestling_,11
_menorah_,11
_selfie_light_skin_tone_,10
_backhand_index_pointing_up_dark_skin_tone_,10
_up-down_arrow_,10
_person_frowning_medium_skin_tone_,10
_Tunisia_,10
_man_biking_,10
_person_frowning_medium-light_skin_tone_,10
_Honduras_,10
_purple_circle_,10
_window_,10
_Virgo_,10
_orange_circle_,10
_woman_rowing_boat_,10
_black_square_button_,10
_tanabata_tree_,10
_person_running_medium-light_skin_tone_,10
_person_shrugging_dark_skin_tone_,10
_woman_raising_hand_dark_skin_tone_,10
_guide_dog_,10
_Bulgaria_,10
_hand_with_fingers_splayed_dark_skin_tone_,10
_woman_in_lotus_position_medium_skin_tone_,10
_thread_,10
_men_wrestling_,10
_medium_skin_tone_,10
_person_in_tuxedo_light_skin_tone_,10
_medium-dark_skin_tone_,10
_woman_health_worker_light_skin_tone_,10
_man_vampire_medium-light_skin_tone_,10
_handshake_medium-dark_skin_tone_,10
_man_bowing_dark_skin_tone_,10
_Fiji_,10
_man_technologist_medium-light_skin_tone_,10
_postbox_,10
_hippopotamus_,10
_woman_getting_haircut_,10
_adhesive_bandage_,9
_woman_bouncing_ball_,9
_woman_fairy_medium-dark_skin_tone_,9
_thong_sandal_,9
_man_golfing_medium-dark_skin_tone_,9
_kaaba_,9
_police_officer_medium_skin_tone_,9
_man_gesturing_NO_medium-light_skin_tone_,9
_convenience_store_,9
_peacock_,9
_Libra_,9
_Oman_,9
_Panama_,9
_United_Nations_,9
_woman_surfing_medium-light_skin_tone_,9
_guard_,9
_funeral_urn_,9
_Sagittarius_,9
_man_cook_light_skin_tone_,9
_clutch_bag_,9
_Libya_,9
_sloth_,9
_sled_,9
_man_mage_medium-light_skin_tone_,9
_banjo_,9
_ear_with_hearing_aid_,9
_person_getting_massage_medium-dark_skin_tone_,9
_woman_teacher_medium-light_skin_tone_,9
_pinching_hand_medium-light_skin_tone_,9
_person_getting_massage_medium_skin_tone_,9
_badminton_,9
_man_with_white_cane_,9
_headstone_,9
_woman_dark_skin_tone_,9
_man_mechanic_dark_skin_tone_,9
_man_teacher_,9
_woman_artist_,9
_upwards_button_,9
_woman_superhero_medium_skin_tone_,9
_petri_dish_,9
_woman_cook_light_skin_tone_,9
_pickup_truck_,9
_nose_medium-light_skin_tone_,9
_superhero_,8
_selfie_medium-dark_skin_tone_,8
_woman_walking_medium-light_skin_tone_,8
_person_in_suit_levitating_medium-dark_skin_tone_,8
_woman_genie_,8
_woman_police_officer_medium-light_skin_tone_,8
_woman_in_lotus_position_medium-light_skin_tone_,8
_wheel_of_dharma_,8
_person_walking_medium-dark_skin_tone_,8
_tram_car_,8
_woman_with_white_cane_,8
_person_with_skullcap_,8
_toolbox_,8
_person_pouting_,8
_woman_fairy_medium_skin_tone_,8
_prince_dark_skin_tone_,8
_woman_tipping_hand_dark_skin_tone_,8
_man_running_medium-light_skin_tone_,8
_Afghanistan_,8
_man_golfing_,8
_Botswana_,8
_man_vampire_dark_skin_tone_,8
_man_technologist_medium_skin_tone_,8
_garlic_,8
_man_cartwheeling_light_skin_tone_,8
_Uruguay_,8
_man_pilot_dark_skin_tone_,8
_ninja_medium_skin_tone_,8
_Hungary_,8
_man_walking_dark_skin_tone_,8
_light_rail_,8
_Qatar_,8
_older_person_,8
_Nicaragua_,8
_NG_button_,8
_magnet_,8
_Luxembourg_,8
_man_cartwheeling_medium-dark_skin_tone_,8
_family_woman_girl_girl_,8
_Cambodia_,8
_ninja_,8
_mermaid_medium_skin_tone_,8
_detective_light_skin_tone_,8
_Albania_,8
_mountain_railway_,8
_dotted_six-pointed_star_,8
_Bahrain_,8
_chair_,8
_bookmark_,8
_card_file_box_,8
_card_index_dividers_,8
_oden_,8
_bookmark_tabs_,8
_person_walking_medium_skin_tone_,7
_monorail_,7
_man_construction_worker_,7
_Kosovo_,7
_running_shirt_,7
_Belize_,7
_person_standing_medium_skin_tone_,7
_Japanese_post_office_,7
_Bahamas_,7
_mending_heart_,7
_woman_curly_hair_,7
_woman_student_medium-light_skin_tone_,7
_Capricorn_,7
_Japanese_castle_,7
_woman_in_tuxedo_,7
_man_getting_massage_light_skin_tone_,7
_no_pedestrians_,7
_person_walking_dark_skin_tone_,7
_person_juggling_,7
_Cape_Verde_,7
_woman_frowning_medium_skin_tone_,7
_woman_supervillain_,7
_man_pilot_,7
_mermaid_light_skin_tone_,7
_man_supervillain_,7
_technologist_,7
_man_bowing_medium-light_skin_tone_,7
_family_man_man_girl_girl_,7
_water_closet_,7
_horizontal_traffic_light_,7
_alembic_,7
_handshake_medium_skin_tone_,7
_softball_,7
_baby_symbol_,7
_family_woman_girl_boy_,7
_fairy_medium_skin_tone_,7
_kimono_,7
_straight_ruler_,7
_twelve-thirty_,7
_briefs_,7
_synagogue_,7
_diya_lamp_,7
_dim_button_,7
_detective_medium_skin_tone_,7
_open_mailbox_with_lowered_flag_,7
_Japanese_prohibited_button_,7
_Santa_Claus_dark_skin_tone_,7
_woman_with_headscarf_light_skin_tone_,7
_selfie_medium_skin_tone_,7
_Samoa_,7
_left_speech_bubble_,7
_Paraguay_,7
_Namibia_,7
_Guernsey_,6
_file_cabinet_,6
_pinching_hand_medium-dark_skin_tone_,6
_woman_medium-dark_skin_tone_,6
_mate_,6
_mechanical_leg_,6
_boy_dark_skin_tone_,6
_roller_skate_,6
_person_wearing_turban_,6
_foot_light_skin_tone_,6
_fairy_medium-light_skin_tone_,6
_woman_bald_,6
_woman_running_dark_skin_tone_,6
_person_taking_bath_medium-light_skin_tone_,6
_man_dark_skin_tone_,6
_man_blond_hair_,6
_man_cartwheeling_medium-light_skin_tone_,6
_detective_medium-light_skin_tone_,6
_deaf_woman_light_skin_tone_,6
_military_helmet_,6
_man_frowning_,6
_genie_,6
_woman_lifting_weights_medium-light_skin_tone_,6
_Guyana_,6
_man_health_worker_light_skin_tone_,6
_man_health_worker_medium-light_skin_tone_,6
_woman_farmer_,6
_man_in_motorized_wheelchair_,6
_woman_frowning_,6
_Senegal_,6
_input_numbers_,6
_man_kneeling_light_skin_tone_,6
_man_lifting_weights_light_skin_tone_,6
_woman_getting_haircut_light_skin_tone_,6
_Curaçao_,6
_input_latin_letters_,6
_Syria_,6
_man_bouncing_ball_medium-dark_skin_tone_,6
_Chad_,6
_Taurus_,6
_rice_ball_,6
_woman_in_steamy_room_,6
_woman_in_steamy_room_medium-dark_skin_tone_,6
_man_gesturing_OK_medium-light_skin_tone_,6
_post_office_,6
_woman_health_worker_medium-dark_skin_tone_,6
_raised_back_of_hand_dark_skin_tone_,6
_woman_student_medium-dark_skin_tone_,6
_woman_scientist_medium_skin_tone_,6
_woman_with_white_cane_medium_skin_tone_,6
_woman_with_white_cane_medium-light_skin_tone_,6
_parachute_,6
_people_wrestling_,6
_writing_hand_dark_skin_tone_,6
_person_raising_hand_dark_skin_tone_,6
_woman_teacher_medium_skin_tone_,6
_oil_drum_,6
_woman_vampire_medium_skin_tone_,5
_woman_superhero_medium-dark_skin_tone_,5
_pause_button_,5
_passport_control_,5
_purple_square_,5
_woman_superhero_light_skin_tone_,5
_Congo_-_Kinshasa_,5
_woman_getting_massage_medium-light_skin_tone_,5
_man_pouting_medium_skin_tone_,5
_oyster_,5
_deaf_person_,5
_man_medium-dark_skin_tone_,5
_woman_getting_haircut_medium-light_skin_tone_,5
_vulcan_salute_dark_skin_tone_,5
_man_cook_medium-light_skin_tone_,5
_vampire_light_skin_tone_,5
_person_light_skin_tone_,5
_man_student_medium-dark_skin_tone_,5
_police_officer_medium-light_skin_tone_,5
_bell_with_slash_,5
_man_supervillain_light_skin_tone_,5
_woman_kneeling_medium-dark_skin_tone_,5
_person_mountain_biking_,5
_bell_pepper_,5
_woman_judge_medium-light_skin_tone_,5
_man_red_hair_,5
_woman_judge_,5
_flat_shoe_,5
_man_cook_medium-dark_skin_tone_,5
_man_scientist_light_skin_tone_,5
_man_running_dark_skin_tone_,5
_vampire_,5
_Lithuania_,5
_orthodox_cross_,5
_woman_biking_medium-light_skin_tone_,5
_person_in_tuxedo_medium-light_skin_tone_,5
_woman_biking_light_skin_tone_,5
_man_detective_medium_skin_tone_,5
_woman_cook_medium-dark_skin_tone_,5
_woman_astronaut_medium-light_skin_tone_,5
_Maldives_,5
_man_fairy_medium_skin_tone_,5
_moon_viewing_ceremony_,5
_man_artist_,5
_Malta_,5
_man_frowning_medium_skin_tone_,5
_woman_swimming_light_skin_tone_,5
_woman_elf_,5
_old_man_medium-light_skin_tone_,5
_light_skin_tone_,5
_man_golfing_medium_skin_tone_,5
_person_frowning_light_skin_tone_,5
_no_littering_,5
_woman_surfing_medium_skin_tone_,5
_Guatemala_,5
_woman_vampire_medium-light_skin_tone_,5
_woman_white_hair_,5
_man_in_lotus_position_,5
_leg_light_skin_tone_,5
_skunk_,5
_left-facing_fist_dark_skin_tone_,5
_kiss_woman_man_,5
_person_kneeling_medium_skin_tone_,5
_open_hands_dark_skin_tone_,5
_man_judge_,5
_South_Sudan_,5
_man_swimming_light_skin_tone_,5
_man_farmer_,5
_Latvia_,5
_mx_claus_,5
_person_tipping_hand_dark_skin_tone_,5
_woman_singer_medium_skin_tone_,5
_pine_decoration_,5
_mermaid_medium-light_skin_tone_,5
_closed_mailbox_with_lowered_flag_,5
_pinching_hand_medium_skin_tone_,5
_Bolivia_,5
_person_walking_medium-light_skin_tone_,5
_Bermuda_,5
_nine-thirty_,5
_eleven-thirty_,5
_woman_medium_skin_tone_curly_hair_,5
_transgender_flag_,5
_woman_medium-dark_skin_tone_curly_hair_,5
_map_of_Japan_,5
_woman_police_officer_light_skin_tone_,5
_boy_medium-dark_skin_tone_,5
_detective_medium-dark_skin_tone_,5
_woman_pouting_,5
_three-thirty_,5
_thinking_,5
_man_teacher_light_skin_tone_,5
_family_man_girl_,5
_woman_detective_medium_skin_tone_,4
_woman_mountain_biking_,4
_one-thirty_,4
_old_man_medium-dark_skin_tone_,4
_person_kneeling_medium-light_skin_tone_,4
_deaf_woman_medium-dark_skin_tone_,4
_zero_,4
_woman_frowning_light_skin_tone_,4
_trackball_,4
_carp_streamer_,4
_deaf_woman_,4
_jammies_,4
_orange_book_,4
_Gibraltar_,4
_woman_gesturing_OK_dark_skin_tone_,4
_nose_light_skin_tone_,4
_woman_lifting_weights_light_skin_tone_,4
_person_frowning_medium-dark_skin_tone_,4
_orange_square_,4
_person_with_white_cane_,4
_card_index_,4
_man_firefighter_,4
_man_light_skin_tone_bald_,4
_man_in_lotus_position_medium-dark_skin_tone_,4
_yo-yo_,4
_person_,4
_woman_office_worker_medium-light_skin_tone_,4
_woman_scientist_light_skin_tone_,4
_woman_swimming_medium-light_skin_tone_,4
_man_biking_light_skin_tone_,4
_woman_cook_medium-light_skin_tone_,4
_man_fairy_dark_skin_tone_,4
_man_frowning_light_skin_tone_,4
_old_woman_medium-dark_skin_tone_,4
_person_in_suit_levitating_medium-light_skin_tone_,4
_30pm-6_,4
_crossed_flags_,4
_man_light_skin_tone_white_hair_,4
_non-potable_water_,4
_North_Korea_,4
_repeat_single_button_,4
_clamp_,4
_nail_polish_dark_skin_tone_,4
_teacher_,4
_woman_pilot_,4
_man_guard_,4
_mahjong_red_dragon_,4
_woman_pouting_medium_skin_tone_,4
_man_light_skin_tone_blond_hair_,4
_woman_surfing_light_skin_tone_,4
_woman_medium-light_skin_tone_blond_hair_,4
_person_cartwheeling_light_skin_tone_,4
_man_cartwheeling_medium_skin_tone_,4
_woman_in_manual_wheelchair_,4
_man_pouting_light_skin_tone_,4
_breast-feeding_light_skin_tone_,4
_fondue_,4
_person_pouting_light_skin_tone_,4
_people_holding_hands_,4
_urger_,4
_pregnant_woman_medium-dark_skin_tone_,4
_man_singer_light_skin_tone_,4
_fast_up_button_,4
_woman_in_steamy_room_medium_skin_tone_,4
_falafel_,4
_man_police_officer_medium-dark_skin_tone_,4
_man_student_light_skin_tone_,4
_person_playing_handball_,4
_family_man_boy_boy_,4
_family_woman_woman_boy_boy_,4
_CL_button_,4
_man_technologist_dark_skin_tone_,4
_Bouvet_Island_,4
_man_surfing_light_skin_tone_,4
_family_man_man_girl_boy_,4
_man_surfing_medium-light_skin_tone_,4
_man_surfing_medium_skin_tone_,4
_man_swimming_medium-light_skin_tone_,4
_brown_circle_,4
_person_bowing_medium-light_skin_tone_,4
_handshake_dark_skin_tone_,4
_elf_,4
_outbox_tray_,4
_man_medium_skin_tone_bald_,4
_astronaut_,4
_woman_guard_,4
_guard_light_skin_tone_,4
_man_with_white_cane_light_skin_tone_,4
_Benin_,4
_man_medium-light_skin_tone_,4
_Cyprus_,4
_abacus_,4
_person_pouting_medium-light_skin_tone_,4
_troll_,4
_girl_medium-dark_skin_tone_,4
_baby_angel_medium_skin_tone_,4
_person_medium-light_skin_tone_beard_,4
_person_cartwheeling_medium-dark_skin_tone_,3
_woman_astronaut_light_skin_tone_,3
_person_biking_medium-light_skin_tone_,3
_women_holding_hands_medium-light_skin_tone_,3
_eight-thirty_,3
_30am-1_,3
_person_getting_haircut_medium-light_skin_tone_,3
_wood_,3
_customs_,3
_man_biking_medium-light_skin_tone_,3
_deaf_man_,3
_deaf_woman_medium-light_skin_tone_,3
_selfie_medium-light_skin_tone_,3
_family_woman_woman_boy_,3
_screwdriver_,3
_man_bouncing_ball_,3
_person_climbing_,3
_woman_vampire_medium-dark_skin_tone_,3
_transgender_symbol_,3
_singer_medium-light_skin_tone_,3
_Malawi_,3
_input_latin_lowercase_,3
_diving_mask_,3
_fortune_cookie_,3
