emoticon,cnt
_woman_curly_hair_,4
_woman_bouncing_ball_,4
_love_hotel_,4
_man_fairy_light_skin_tone_,4
_woman_artist_,4
_motor_boat_,4
_woman_detective_medium-light_skin_tone_,4
_keyboard_,4
_kaaba_,4
_last_quarter_moon_,4
_joker_,4
_woman_facepalming_dark_skin_tone_,4
_notebook_,4
_no_pedestrians_,4
_man_bowing_light_skin_tone_,4
_woman_police_officer_light_skin_tone_,4
_hammer_and_pick_,4
_onion_,4
_man_police_officer_,4
_T-Rex_,4
_man_office_worker_,4
_man_medium-dark_skin_tone_,4
_man_pouting_light_skin_tone_,4
_woman_medium-dark_skin_tone_,4
_woman_shrugging_medium-dark_skin_tone_,4
_open_hands_medium-light_skin_tone_,4
_vulcan_salute_light_skin_tone_,4
_guide_dog_,4
_woman_medium-light_skin_tone_blond_hair_,4
_older_person_,4
_oden_,4
_2nd_place_medal_,4
_family_woman_boy_boy_,3
_record_button_,3
_woman_elf_medium-light_skin_tone_,3
_bone_,3
_man_playing_handball_,3
_sun_behind_rain_cloud_,3
_woman_red_hair_,3
_woman_detective_medium_skin_tone_,3
_man_running_medium-light_skin_tone_,3
_boar_,3
_man_medium_skin_tone_,3
_left-facing_fist_medium-light_skin_tone_,3
_man_medium-light_skin_tone_blond_hair_,3
_rat_,3
_man_medium-light_skin_tone_,3
_metro_,3
_divide_,3
_END_arrow_,3
_koala_,3
_child_,3
_raised_hand_medium_skin_tone_,3
_ram_,3
_call_me_hand_dark_skin_tone_,3
_speaker_low_volume_,3
_man_getting_massage_light_skin_tone_,3
_family_man_woman_girl_,3
_chains_,3
_e-mail_,3
_sponge_,3
_man_shrugging_medium-dark_skin_tone_,3
_woman_medium_skin_tone_,3
_love-you_gesture_medium_skin_tone_,3
_man_student_light_skin_tone_,3
_eight-pointed_star_,3
_man_guard_,3
_woman_mountain_biking_,3
_cut_of_meat_,3
_woman_teacher_,3
_t-shirt_,3
_squid_,3
_duck_,3
_man_raising_hand_dark_skin_tone_,3
_woman_playing_handball_medium-light_skin_tone_,3
_boy_medium_skin_tone_,3
_woman_swimming_medium-light_skin_tone_,3
_poodle_,3
_station_,3
_woman_health_worker_medium-light_skin_tone_,3
_woman_pouting_light_skin_tone_,3
_left_arrow_curving_right_,3
_railway_car_,3
_play_or_pause_button_,3
_stethoscope_,3
_France_,3
_family_man_girl_boy_,3
_woman_surfing_,3
_blowfish_,3
_Ukraine_,3
_chipmunk_,3
_triangular_flag_,3
_anger_symbol_,3
_hamster_,3
_man_biking_light_skin_tone_,3
_handshake_light_skin_tone_,3
_handshake_medium-dark_skin_tone_,3
_baby_angel_light_skin_tone_,3
_sandwich_,3
_transgender_symbol_,3
_old_woman_medium-light_skin_tone_,3
_nose_,3
_sake_,3
_small_airplane_,3
_person_frowning_medium-light_skin_tone_,3
_man_detective_medium-light_skin_tone_,3
_backhand_index_pointing_down_medium_skin_tone_,3
_man_facepalming_medium-dark_skin_tone_,3
_old_man_light_skin_tone_,3
_man_construction_worker_,3
_waxing_crescent_moon_,3
_funeral_urn_,3
_Tokyo_tower_,3
_orange_book_,3
_open_hands_light_skin_tone_,3
_videocassette_,3
_garlic_,3
_girl_medium_skin_tone_,3
_man_cartwheeling_medium-light_skin_tone_,3
_paperclip_,3
_peacock_,3
_upwards_button_,3
_couple_with_heart_man_man_,3
_oncoming_bus_,3
_zebra_,3
_scroll_,3
_peace_symbol_,3
_Sudan_,3
_wavy_dash_,3
_crab_,3
_crocodile_,3
_person_running_medium-light_skin_tone_,3
_wind_chime_,3
_chopsticks_,3
_man_frowning_light_skin_tone_,3
_Mexico_,3
_file_folder_,3
_ten-thirty_,3
_motorway_,3
_file_cabinet_,3
_barber_pole_,3
_woman_artist_light_skin_tone_,3
_woman_blond_hair_,3
_woman_student_light_skin_tone_,3
_slot_machine_,3
_keycap_8_,3
_curly_loop_,3
_sloth_,3
_person_mountain_biking_,3
_teapot_,3
_white_medium_square_,3
_nail_polish_medium_skin_tone_,3
_ice_skate_,3
_person_juggling_,3
_ticket_,3
_baggage_claim_,3
_ice_hockey_,3
_roller_coaster_,3
_cross_mark_button_,3
_computer_mouse_,2
_control_knobs_,2
_carp_streamer_,2
_woman_supervillain_,2
_Cancer_,2
_cinema_,2
_circled_M_,2
_Croatia_,2
_compass_,2
_Aquarius_,2
_Argentina_,2
_six-thirty_,2
_card_file_box_,2
_chess_pawn_,2
_woman_teacher_light_skin_tone_,2
_church_,2
_yin_yang_,2
_COOL_button_,2
_3rd_place_medal_,2
_chart_decreasing_,2
_writing_hand_medium-dark_skin_tone_,2
_China_,2
_women_wrestling_,2
_canned_food_,2
_sign_of_the_horns_dark_skin_tone_,2
_closed_mailbox_with_raised_flag_,2
_Canada_,2
_woman_vampire_,2
_Colombia_,2
_camel_,2
_stop_sign_,2
_Denmark_,2
_Sagittarius_,2
_train_,2
_trackball_,2
_Santa_Claus_medium-light_skin_tone_,2
_baby_symbol_,2
_Santa_Claus_light_skin_tone_,2
_toolbox_,2
_waving_hand_dark_skin_tone_,2
_Russia_,2
_thermometer_,2
_whale_,2
_Oman_,2
_white_medium-small_square_,2
_OK_button_,2
_white_small_square_,2
_baseball_,2
_white_square_button_,2
_triangular_ruler_,2
_Scorpio_,2
_Scotland_,2
_axe_,2
_Taurus_,2
_vibration_mode_,2
_convenience_store_,2
_vampire_,2
_Virgo_,2
_Sweden_,2
_up-right_arrow_,2
_up-left_arrow_,2
_vulcan_salute_medium_skin_tone_,2
_up-down_arrow_,2
_unlocked_,2
_amphora_,2
_two-hump_camel_,2
_twelve-thirty_,2
_ant_,2
_Norway_,2
_bento_box_,2
_butter_,2
_breast-feeding_medium-light_skin_tone_,2
_woman_kneeling_medium-light_skin_tone_,2
_woman_lifting_weights_,2
_breast-feeding_,2
_Israel_,2
_woman_light_skin_tone_white_hair_,2
_woman_mechanic_,2
_woman_mechanic_light_skin_tone_,2
_woman_office_worker_light_skin_tone_,2
_Netherlands_,2
_woman_office_worker_medium-light_skin_tone_,2
_speedboat_,2
_Gemini_,2
_speaker_medium_volume_,2
_building_construction_,2
_burrito_,2
_woman_scientist_light_skin_tone_,2
_boy_medium-dark_skin_tone_,2
_UP!_button_,2
_woman_gesturing_NO_medium-dark_skin_tone_,2
_Japanese_castle_,2
_tent_,2
_NEW_button_,2
_woman_astronaut_,2
_black_medium-small_square_,2
_black_nib_,2
_woman_bowing_medium_skin_tone_,2
_Japanese_symbol_for_beginner_,2
_woman_cartwheeling_medium_skin_tone_,2
_takeout_box_,2
_sushi_,2
_woman_construction_worker_light_skin_tone_,2
_woman_cook_medium-light_skin_tone_,2
_Japanese_prohibited_button_,2
_woman_elf_medium_skin_tone_,2
_woman_frowning_medium-light_skin_tone_,2
_shark_,2
_right-facing_fist_medium-light_skin_tone_,2
_00da_,2
_raising_hands_medium-dark_skin_tone_,2
_green_book_,2
_eleven-thirty_,2
_om_,2
_man_surfing_,2
_linked_paperclips_,2
_fog_,2
_prince_medium-light_skin_tone_,2
_person_playing_handball_,2
_left-right_arrow_,2
_princess_medium_skin_tone_,2
_man_scientist_light_skin_tone_,2
_dumpling_,2
_man_lifting_weights_,2
_downwards_button_,2
_down-left_arrow_,2
_person_biking_dark_skin_tone_,2
_door_,2
_raised_back_of_hand_medium_skin_tone_,2
_raised_fist_dark_skin_tone_,2
_nose_light_skin_tone_,2
_man_shrugging_dark_skin_tone_,2
_raised_fist_medium-light_skin_tone_,2
_man_in_lotus_position_medium_skin_tone_,2
_person_light_skin_tone_blond_hair_,2
_no_bicycles_,2
_man_light_skin_tone_blond_hair_,2
_man_light_skin_tone_red_hair_,2
_man_light_skin_tone_white_hair_,2
_girl_medium-dark_skin_tone_,2
_part_alternation_mark_,2
_four-thirty_,2
_pancakes_,2
_person_taking_bath_light_skin_tone_,2
_person_with_skullcap_,2
_man_pouting_medium-light_skin_tone_,2
_fountain_,2
_page_with_curl_,2
_person_with_veil_medium_skin_tone_,2
_girl_dark_skin_tone_,2
_man_pouting_medium_skin_tone_,2
_pinched_fingers_medium-light_skin_tone_,2
_gloves_,2
_pinched_fingers_medium_skin_tone_,2
_pinching_hand_,2
_optical_disk_,2
_open_mailbox_with_lowered_flag_,2
_man_office_worker_light_skin_tone_,2
_man_mountain_biking_,2
_person_running_dark_skin_tone_,2
_man_mechanic_light_skin_tone_,2
_family_man_boy_,2
_polar_bear_,2
_police_officer_,2
_person_biking_light_skin_tone_,2
_non-potable_water_,2
_merman_medium_skin_tone_,2
_person_in_suit_levitating_,2
_man_cartwheeling_dark_skin_tone_,2
_minibus_,2
_curling_stone_,2
_male_sign_,2
_couple_with_heart_woman_man_,2
_crossed_fingers_dark_skin_tone_,2
_inbox_tray_,2
_man_dancing_medium-dark_skin_tone_,2
_person_lifting_weights_light_skin_tone_,2
_man_detective_light_skin_tone_,2
_input_latin_lowercase_,2
_salt_,2
_mobile_phone_off_,2
_sauropod_,2
_input_numbers_,2
_mouse_,2
_cow_face_,2
_fish_cake_with_swirl_,2
_scarf_,2
_man_supervillain_,2
_currency_exchange_,2
_name_badge_,2
_seat_,2
_large_blue_diamond_,2
_level_slider_,2
_service_dog_,2
_horizontal_traffic_light_,2
_man_cartwheeling_light_skin_tone_,2
_cooked_rice_,2
_mosque_,2
_rice_ball_,2
_kite_,2
_dango_,2
_middle_finger_medium-dark_skin_tone_,2
_man_bouncing_ball_,2
_kiss_man_man_,2
_person_in_tuxedo_,2
_kimono_,2
_man_swimming_medium-light_skin_tone_,2
_rhinoceros_,2
_man_dark_skin_tone_,2
_Japanese_congratulations_button_,1
_man_surfing_light_skin_tone_,1
_man_teacher_light_skin_tone_,1
_woman_health_worker_medium_skin_tone_,1
_left_luggage_,1
_man_with_veil_light_skin_tone_,1
_woman_gesturing_OK_medium_skin_tone_,1
_left-facing_fist_dark_skin_tone_,1
_woman_getting_haircut_light_skin_tone_,1
_man_tipping_hand_medium_skin_tone_,1
_Japanese_acceptable_button_,1
_man_tipping_hand_dark_skin_tone_,1
_woman_getting_haircut_,1
_woman_getting_massage_medium_skin_tone_,1
_man_teacher_medium-light_skin_tone_,1
_woman_golfing_,1
_Jamaica_,1
_Japanese_application_button_,1
_Japanese_bargain_button_,1
_left-facing_fist_medium_skin_tone_,1
_man_wearing_turban_light_skin_tone_,1
_woman_genie_,1
_Japanese_not_free_of_charge_button_,1
_map_of_Japan_,1
_woman_frowning_,1
_Japanese_reserved_button_,1
_Japanese_secret_button_,1
_label_,1
_Japanese_service_charge_button_,1
_lab_coat_,1
_woman_cook_medium_skin_tone_,1
_woman_construction_worker_medium-light_skin_tone_,1
_kick_scooter_,1
_woman_climbing_,1
_mirror_,1
_keycap_9_,1
_Japanese_vacancy_button_,1
_keycap_6_,1
_woman_bowing_medium-dark_skin_tone_,1
_keycap_5_,1
_Leo_,1
_keycap_10_,1
_monorail_,1
_woman_biking_light_skin_tone_,1
_merman_,1
_Japanese_post_office_,1
_Japanese_passing_grade_button_,1
_Japanese_here_button_,1
_woman_farmer_medium-light_skin_tone_,1
_woman_farmer_light_skin_tone_,1
_woman_farmer_,1
_Japanese_discount_button_,1
_latin_cross_,1
_woman_fairy_dark_skin_tone_,1
_Japanese_free_of_charge_button_,1
_woman_factory_worker_light_skin_tone_,1
_Japanese_monthly_amount_button_,1
_menorah_,1
_Japanese_no_vacancy_button_,1
_last_track_button_,1
_Japanese_open_for_business_button_,1
_medical_symbol_,1
_medium-light_skin_tone_,1
_woman_elf_light_skin_tone_,1
_woman_elf_,1
_men_wrestling_,1
_woman_in_lotus_position_medium_skin_tone_,1
_man_rowing_boat_,1
_woman_in_steamy_room_light_skin_tone_,1
_man_health_worker_medium-light_skin_tone_,1
_man_frowning_,1
_man_frowning_medium-dark_skin_tone_,1
_man_frowning_medium-light_skin_tone_,1
_Capricorn_,1
_man_gesturing_OK_medium_skin_tone_,1
_man_getting_massage_,1
_man_golfing_,1
_Clipperton_Island_,1
_woman_teacher_medium_skin_tone_,1
_woman_teacher_medium-light_skin_tone_,1
_man_in_lotus_position_light_skin_tone_,1
_man_farmer_light_skin_tone_,1
_man_judge_,1
_woman_surfing_medium_skin_tone_,1
_woman_surfing_medium-light_skin_tone_,1
_man_juggling_,1
_man_juggling_light_skin_tone_,1
_woman_superhero_,1
_woman_student_medium-dark_skin_tone_,1
_lol_,1
_DAS_,1
_woman_standing_light_skin_tone_,1
_woman_vampire_light_skin_tone_,1
_man_farmer_,1
_man_light_skin_tone_bald_,1
_man_artist_light_skin_tone_,1
_man_cartwheeling_medium_skin_tone_,1
_man_climbing_,1
_man_dancing_dark_skin_tone_,1
_yellow_square_,1
_ATM_sign_,1
_man_artist_medium-light_skin_tone_,1
_Albania_,1
_yarn_,1
_Andorra_,1
_man_dark_skin_tone_bald_,1
_writing_hand_dark_skin_tone_,1
_woman_walking_medium-light_skin_tone_,1
_Aries_,1
_Austria_,1
_man_elf_light_skin_tone_,1
_man_artist_,1
_mahjong_red_dragon_,1
_Bulgaria_,1
_CL_button_,1
_man_fairy_dark_skin_tone_,1
_woman_with_headscarf_light_skin_tone_,1
_woman_wearing_turban_light_skin_tone_,1
_woman_singer_medium-dark_skin_tone_,1
_woman_singer_,1
_man_supervillain_light_skin_tone_,1
_man_singer_,1
_llama_,1
_lizard_,1
_woman_medium_skin_tone_curly_hair_,1
_woman_bald_,1
_Iran_,1
_man_running_medium-dark_skin_tone_,1
_man_scientist_medium_skin_tone_,1
_woman_mage_medium-light_skin_tone_,1
_woman_mage_medium-dark_skin_tone_,1
_light_rail_,1
_woman_light_skin_tone_curly_hair_,1
_woman_pilot_,1
_man_student_dark_skin_tone_,1
_woman_light_skin_tone_bald_,1
_man_student_medium-dark_skin_tone_,1
_man_superhero_,1
_man_superhero_light_skin_tone_,1
_woman_kneeling_light_skin_tone_,1
_woman_juggling_light_skin_tone_,1
_woman_judge_medium-light_skin_tone_,1
_woman_judge_medium-dark_skin_tone_,1
_woman_in_tuxedo_,1
_man_raising_hand_medium-dark_skin_tone_,1
_woman_playing_handball_,1
_locked_with_pen_,1
_Finland_,1
_ERROR_,1
_woman_scientist_medium_skin_tone_,1
_woman_scientist_medium-dark_skin_tone_,1
_man_medium-light_skin_tone_bald_,1
_woman_scientist_dark_skin_tone_,1
_man_pilot_,1
_Egypt_,1
_FREE_button_,1
_woman_rowing_boat_,1
_man_playing_handball_light_skin_tone_,1
_man_playing_water_polo_,1
_woman_playing_water_polo_,1
_man_playing_water_polo_light_skin_tone_,1
_woman_raising_hand_dark_skin_tone_,1
_ID_button_,1
_woman_pouting_medium-light_skin_tone_,1
_man_police_officer_medium-light_skin_tone_,1
_woman_police_officer_medium-dark_skin_tone_,1
_man_police_officer_medium_skin_tone_,1
_woman_police_officer_,1
_woman_playing_water_polo_medium_skin_tone_,1
_woman_playing_water_polo_medium-light_skin_tone_,1
_Libra_,1
_cook_light_skin_tone_,1
_moon_cake_,1
_star_and_crescent_,1
_pinching_hand_light_skin_tone_,1
_bowling_,1
_pinching_hand_medium-light_skin_tone_,1
_pinching_hand_medium_skin_tone_,1
_family_man_woman_girl_girl_,1
_ping_pong_,1
_family_man_woman_boy_boy_,1
_family_man_girl_,1
_stop_button_,1
_star_of_David_,1
_face_with_spiral_eyes_,1
_bookmark_,1
_eye_in_speech_bubble_,1
_postal_horn_,1
_postbox_,1
_eject_button_,1
_eight-spoked_asterisk_,1
_breast-feeding_light_skin_tone_,1
_spoon_,1
_princess_dark_skin_tone_,1
_spiral_notepad_,1
_purple_circle_,1
_sun_behind_large_cloud_,1
_pinched_fingers_medium-dark_skin_tone_,1
_moon_viewing_ceremony_,1
_person_taking_bath_medium-light_skin_tone_,1
_person_pouting_light_skin_tone_,1
_fire_extinguisher_,1
_person_raising_hand_medium_skin_tone_,1
_person_running_medium-dark_skin_tone_,1
_person_running_medium_skin_tone_,1
_field_hockey_,1
_person_shrugging_medium_skin_tone_,1
_person_standing_,1
_person_swimming_light_skin_tone_,1
_person_swimming_medium-light_skin_tone_,1
_fax_machine_,1
_pig_nose_,1
_fast_up_button_,1
_person_wearing_turban_,1
_taco_,1
_person_wearing_turban_light_skin_tone_,1
_black_square_button_,1
_synagogue_,1
_swan_,1
_person_with_skullcap_medium-light_skin_tone_,1
_superhero_light_skin_tone_,1
_petri_dish_,1
_raccoon_,1
_double_curly_loop_,1
_dotted_six-pointed_star_,1
_scientist_,1
_crossed_flags_,1
_roll_of_paper_,1
_cricket_game_,1
_sled_,1
_circus_tent_,1
_rugby_football_,1
_sad_,1
_skateboard_,1
_singer_light_skin_tone_,1
_clamp_,1
_scientist_medium_skin_tone_,1
_raised_back_of_hand_medium-dark_skin_tone_,1
_clockwise_vertical_arrows_,1
_closed_mailbox_with_lowered_flag_,1
_shuffle_tracks_button_,1
_couple_with_heart_woman_woman_,1
_cloud_with_lightning_,1
_sdaSD_,1
_coin_,1
_copyright_,1
_computer_disk_,1
_cook_medium-light_skin_tone_,1
_right-facing_fist_medium_skin_tone_,1
_children_crossing_,1
_rice_cracker_,1
_customs_,1
_diving_mask_,1
_sparkle_,1
_raised_hand_dark_skin_tone_,1
_softball_,1
_diamond_with_a_dot_,1
_socks_,1
_raising_hands_dark_skin_tone_,1
_department_store_,1
_red_envelope_,1
_deaf_woman_,1
_deaf_person_light_skin_tone_,1
_deaf_man_light_skin_tone_,1
_canoe_,1
_red_square_,1
_snail_,1
_card_index_,1
_dddddd_,1
_reminder_ribbon_,1
_repeat_single_button_,1
_restroom_,1
_reverse_button_,1
_person_pouting_,1
_bell_pepper_,1
_person_medium_skin_tone_beard_,1
_waning_gibbous_moon_,1
_nine-thirty_,1
_waving_hand_medium-dark_skin_tone_,1
_ninja_light_skin_tone_,1
_health_worker_,1
_Santa_Claus_medium_skin_tone_,1
_water_closet_,1
_water_buffalo_,1
_nose_medium-light_skin_tone_,1
_Serbia_,1
_oil_drum_,1
_old_woman_dark_skin_tone_,1
_Uzbekistan_,1
_waffle_,1
_olive_,1
_vulcan_salute_dark_skin_tone_,1
_Switzerland_,1
_one-thirty_,1
_open_file_folder_,1
_open_hands_dark_skin_tone_,1
_orthodox_cross_,1
_Uganda_,1
_outbox_tray_,1
_seven-thirty_,1
_helicopter_,1
_waxing_gibbous_moon_,1
_Poland_,1
_mosquito_,1
_Malta_,1
_mountain_railway_,1
_NG_button_,1
_input_symbols_,1
_North_Korea_,1
_North_Macedonia_,1
_input_latin_uppercase_,1
_input_latin_letters_,1
_information_,1
_nail_polish_dark_skin_tone_,1
_nail_polish_medium-dark_skin_tone_,1
_ON!_arrow_,1
_Ophiuchus_,1
_P_button_,1
_Paraguay_,1
_nesting_dolls_,1
_wheel_of_dharma_,1
_horse_racing_light_skin_tone_,1
_wedding_,1
_Pisces_,1
_pager_,1
_vampire_medium-light_skin_tone_,1
_person_medium-light_skin_tone_blond_hair_,1
_first_quarter_moon_face_,1
_flamingo_,1
_baby_medium_skin_tone_,1
_tractor_,1
_person_facepalming_medium_skin_tone_,1
_five-thirty_,1
_fishing_pole_,1
_tooth_,1
_person_getting_haircut_,1
_person_getting_haircut_light_skin_tone_,1
_toilet_,1
_person_in_lotus_position_light_skin_tone_,1
_parachute_,1
_person_in_suit_levitating_medium-light_skin_tone_,1
_person_in_tuxedo_medium_skin_tone_,1
_bacon_,1
_badger_,1
_badminton_,1
_bagel_,1
_person_light_skin_tone_,1
_person_medium-dark_skin_tone_beard_,1
_person_medium-light_skin_tone_,1
_person_medium-light_skin_tone_beard_,1
_tram_,1
_tram_car_,1
_fleur-de-lis_,1
_person_dark_skin_tone_beard_,1
_abacus_,1
_passport_control_,1
_pause_button_,1
_fortune_cookie_,1
_airplane_arrival_,1
_foot_medium-light_skin_tone_,1
_american_football_,1
_foot_light_skin_tone_,1
_foggy_,1
_person_beard_,1
_flower_playing_cards_,1
_turkey_,1
_person_biking_medium-light_skin_tone_,1
_person_bouncing_ball_,1
_person_bouncing_ball_light_skin_tone_,1
_person_bowing_light_skin_tone_,1
_flexed_biceps_medium-dark_skin_tone_,1
_trollface_,1
_trolleybus_,1
_person_cartwheeling_light_skin_tone_,1
_person_dark_skin_tone_bald_,1
_next_track_button_,1
